E_c,E_p
7.750,4.898
7.870,4.779
7.990,4.660
8.110,4.540
8.229,4.422
8.349,4.303
8.468,4.184
8.587,4.066
8.705,3.949
8.823,3.832
8.941,3.715
9.058,3.599
9.174,3.484
9.289,3.370
9.403,3.256
9.517,3.144
9.630,3.032
9.741,2.922
9.851,2.812
9.961,2.704
10.069,2.597
10.175,2.492
10.280,2.388
10.384,2.285
10.486,2.184
10.587,2.085
10.686,1.987
10.783,1.891
10.878,1.797
10.972,1.704
11.064,1.614
11.153,1.525
11.241,1.439
11.327,1.354
11.410,1.272
11.492,1.192
11.571,1.114
11.648,1.039
11.722,0.965
11.795,0.895
11.864,0.826
11.931,0.760
11.996,0.697
12.058,0.636
12.118,0.578
12.174,0.522
12.228,0.469
12.280,0.419
12.328,0.371
12.374,0.326
12.417,0.284
12.457,0.245
12.494,0.209
12.528,0.175
12.559,0.145
12.587,0.117
12.612,0.092
12.634,0.071
12.653,0.052
12.669,0.036
12.682,0.023
12.692,0.013
12.699,0.006
12.703,0.003
12.704,0.002
12.701,0.004
12.696,0.009
12.687,0.017
12.675,0.028
12.660,0.042
12.643,0.059
12.622,0.079
12.598,0.102
12.571,0.128
12.541,0.157
12.508,0.189
12.472,0.224
12.433,0.261
12.392,0.301
12.347,0.344
12.300,0.390
12.249,0.439
12.196,0.490
12.141,0.544
12.082,0.601
12.021,0.660
11.957,0.722
11.891,0.786
11.822,0.853
11.751,0.922
11.677,0.994
11.601,1.068
11.523,1.144
11.442,1.222
11.359,1.303
11.274,1.386
11.187,1.471
11.097,1.558
11.006,1.646
10.913,1.737
10.818,1.830
10.721,1.924
10.623,2.020
10.523,2.118
10.421,2.218
10.318,2.319
10.213,2.421
10.107,2.525
10.000,2.631
9.891,2.737
9.781,2.845
9.671,2.954
9.559,3.064
9.446,3.175
9.332,3.287
9.218,3.400
9.103,3.514
8.987,3.629
8.871,3.744
8.754,3.860
8.637,3.977
8.519,4.094
8.401,4.211
8.283,4.329
8.165,4.447
8.047,4.566
7.929,4.684
7.811,4.803
7.693,4.922
7.575,5.040
7.457,5.159
7.340,5.277
7.223,5.395
7.106,5.512
6.989,5.629
6.873,5.746
6.758,5.862
6.643,5.977
6.529,6.092
6.416,6.205
6.304,6.318
6.192,6.430
6.082,6.541
5.972,6.651
5.864,6.760
5.756,6.868
5.650,6.974
5.546,7.079
5.442,7.183
5.341,7.285
5.240,7.386
5.141,7.485
5.044,7.583
4.948,7.679
4.854,7.773
4.762,7.866
4.671,7.956
4.583,8.045
4.496,8.132
4.411,8.217
4.328,8.300
4.247,8.381
4.169,8.460
4.092,8.537
4.017,8.612
3.945,8.685
3.874,8.755
3.806,8.824
3.740,8.890
3.676,8.954
3.615,9.015
3.556,9.075
3.499,9.132
3.444,9.186
3.392,9.239
3.342,9.289
3.294,9.337
3.248,9.382
3.205,9.426
3.164,9.467
3.125,9.506
3.089,9.542
3.054,9.577
3.022,9.609
2.992,9.639
2.964,9.667
2.938,9.693
2.914,9.717
2.892,9.739
2.872,9.759
2.854,9.777
2.838,9.793
2.824,9.807
2.811,9.820
2.800,9.831
2.791,9.840
2.783,9.848
2.777,9.854
2.773,9.858
2.770,9.861
2.769,9.862
2.769,9.862
2.771,9.860
2.774,9.857
2.779,9.852
2.786,9.845
2.794,9.837
2.804,9.827
2.816,9.815
2.829,9.802
2.844,9.787
2.861,9.770
2.880,9.751
2.901,9.730
2.924,9.707
2.949,9.683
2.975,9.656
3.004,9.627
3.035,9.596
3.068,9.563
3.104,9.528
3.141,9.490
3.181,9.450
3.223,9.408
3.267,9.364
3.314,9.317
3.363,9.269
3.414,9.217
3.468,9.164
3.524,9.108
3.582,9.050
3.642,8.990
3.705,8.927
3.770,8.862
3.837,8.795
3.907,8.726
3.978,8.654
4.052,8.581
4.128,8.505
4.206,8.427
4.286,8.347
4.369,8.265
4.453,8.181
4.539,8.095
4.628,8.007
4.718,7.917
4.810,7.825
4.904,7.731
4.999,7.636
5.096,7.539
5.195,7.441
5.296,7.341
5.398,7.239
5.501,7.136
5.606,7.031
5.713,6.925
5.820,6.818
5.929,6.709
6.039,6.600
6.151,6.489
6.263,6.377
6.376,6.264
6.490,6.151
6.605,6.036
6.721,5.921
6.838,5.805
6.955,5.688
7.073,5.571
7.191,5.454
7.310,5.335
7.429,5.217
7.548,5.098
7.668,4.979
7.788,4.860
7.908,4.741
8.027,4.622
8.147,4.503
8.267,4.384
8.386,4.266
8.505,4.147
8.624,4.029
8.742,3.912
8.860,3.795
8.978,3.679
9.094,3.563
9.210,3.448
9.325,3.334
9.439,3.221
9.553,3.108
9.665,2.997
9.776,2.887
9.886,2.778
9.995,2.670
10.102,2.564
10.208,2.459
10.313,2.355
10.416,2.253
10.518,2.153
10.618,2.054
10.717,1.957
10.813,1.861
10.908,1.767
11.001,1.676
11.092,1.586
11.181,1.498
11.268,1.412
11.353,1.328
11.436,1.247
11.517,1.167
11.595,1.090
11.672,1.015
11.745,0.943
11.817,0.873
11.886,0.805
11.952,0.740
12.016,0.677
12.077,0.617
12.136,0.560
12.192,0.505
12.245,0.453
12.295,0.403
12.343,0.357
12.388,0.313
12.430,0.272
12.469,0.233
12.505,0.198
12.538,0.165
12.568,0.136
12.595,0.109
12.620,0.085
12.641,0.064
12.659,0.047
12.674,0.032
12.686,0.020
12.695,0.011
12.701,0.005
12.703,0.002
12.703,0.002
12.700,0.005
12.693,0.011
12.684,0.020
12.671,0.032
12.655,0.047
12.636,0.065
12.615,0.086
12.590,0.110
12.562,0.137
12.531,0.167
12.497,0.200
12.460,0.235
12.421,0.273
12.378,0.315
12.332,0.359
12.284,0.405
12.233,0.455
12.179,0.507
12.122,0.562
12.063,0.619
12.001,0.679
11.937,0.742
11.870,0.807
11.800,0.874
11.728,0.944
11.653,1.017
11.577,1.091
11.497,1.168
11.416,1.247
11.332,1.329
11.247,1.412
11.159,1.498
11.069,1.585
10.977,1.675
10.883,1.766
10.788,1.859
10.691,1.954
10.592,2.051
10.491,2.149
10.389,2.249
10.285,2.351
10.180,2.454
10.074,2.558
9.966,2.664
9.857,2.771
9.747,2.879
9.636,2.989
9.523,3.099
9.410,3.210
9.297,3.323
9.182,3.436
9.067,3.550
8.951,3.665
8.834,3.781
8.717,3.897
8.600,4.013
8.482,4.131
8.364,4.248
8.246,4.366
8.128,4.484
8.010,4.603
7.892,4.722
7.774,4.840
7.656,4.959
7.538,5.077
7.420,5.196
7.303,5.314
7.186,5.432
7.069,5.549
6.953,5.666
6.837,5.782
6.722,5.898
6.607,6.013
6.494,6.127
6.381,6.241
6.268,6.354
6.157,6.465
6.047,6.576
5.938,6.686
5.830,6.794
5.723,6.901
5.617,7.007
5.513,7.112
5.410,7.215
5.309,7.317
5.209,7.417
5.110,7.516
5.014,7.613
4.918,7.709
4.825,7.802
4.733,7.894
4.643,7.985
4.555,8.073
4.469,8.159
4.385,8.244
4.303,8.326
4.222,8.407
4.144,8.485
4.068,8.561
3.994,8.635
3.922,8.707
3.853,8.777
3.785,8.845
3.720,8.910
3.657,8.973
3.596,9.034
3.538,9.093
3.481,9.149
3.427,9.203
3.376,9.255
3.326,9.304
3.279,9.351
3.234,9.396
3.192,9.439
3.152,9.479
3.114,9.517
3.078,9.553
3.044,9.587
3.012,9.619
2.983,9.648
2.956,9.675
2.930,9.701
2.907,9.724
2.886,9.745
2.866,9.765
2.849,9.782
2.833,9.798
2.819,9.812
2.807,9.824
2.797,9.834
2.788,9.843
2.781,9.850
2.776,9.855
2.772,9.859
2.769,9.862
2.769,9.862
2.770,9.862
2.772,9.859
2.776,9.855
2.781,9.850
2.788,9.843
2.797,9.834
2.808,9.823
2.820,9.811
2.834,9.797
2.850,9.782
2.867,9.764
2.887,9.745
2.908,9.723
2.931,9.700
2.957,9.674
2.984,9.647
3.014,9.617
3.045,9.586
3.079,9.552
3.115,9.516
3.154,9.478
3.194,9.437
3.237,9.395
3.282,9.350
3.329,9.302
3.379,9.253
3.431,9.201
3.485,9.147
3.542,9.090
3.600,9.031
3.662,8.970
3.725,8.907
3.791,8.842
3.859,8.774
3.929,8.704
4.001,8.631
4.076,8.557
4.152,8.481
4.231,8.402
4.312,8.321
4.395,8.239
4.480,8.154
4.567,8.067
4.656,7.979
4.746,7.888
4.839,7.796
4.933,7.702
5.029,7.606
5.127,7.508
5.227,7.409
5.328,7.309
5.430,7.207
5.534,7.103
5.640,6.998
5.746,6.892
5.854,6.784
5.964,6.675
6.074,6.565
6.186,6.454
6.298,6.342
6.412,6.229
6.526,6.115
6.642,6.000
6.758,5.885
6.875,5.768
6.992,5.652
7.110,5.534
7.228,5.416
7.347,5.298
7.466,5.180
7.586,5.061
7.706,4.942
7.825,4.823
7.945,4.704
8.065,4.585
8.185,4.466
8.304,4.347
8.424,4.228
8.543,4.110
8.661,3.992
8.780,3.875
8.897,3.758
9.014,3.642
9.131,3.527
9.246,3.412
9.361,3.298
9.475,3.185
9.588,3.073
9.700,2.963
9.811,2.853
9.920,2.744
10.029,2.637
10.136,2.531
10.241,2.426
10.346,2.323
10.449,2.221
10.550,2.121
10.649,2.023
10.747,1.926
10.843,1.831
10.938,1.738
11.030,1.647
11.120,1.558
11.209,1.471
11.295,1.385
11.380,1.302
11.462,1.222
11.542,1.143
11.620,1.066
11.695,0.992
11.768,0.921
11.839,0.851
11.907,0.784
11.972,0.720
12.035,0.658
12.096,0.599
12.154,0.542
12.209,0.488
12.261,0.437
12.311,0.388
12.357,0.343
12.401,0.300
12.442,0.259
12.480,0.222
12.516,0.187
12.548,0.156
12.577,0.127
12.603,0.101
12.627,0.078
12.647,0.058
12.664,0.042
12.678,0.028
12.689,0.017
12.697,0.009
12.702,0.004
12.704,0.002
12.702,0.003
12.698,0.007
12.691,0.014
12.680,0.024
12.666,0.037
12.650,0.053
12.630,0.072
12.607,0.094
12.581,0.118
12.552,0.146
12.521,0.177
12.486,0.210
12.448,0.247
12.407,0.286
12.364,0.328
12.318,0.373
12.268,0.421
12.216,0.471
12.162,0.524
12.104,0.580
12.044,0.638
11.981,0.699
11.916,0.762
11.848,0.828
11.778,0.896
11.705,0.967
11.629,1.040
11.552,1.115
11.472,1.193
11.390,1.273
11.306,1.355
11.219,1.439
11.131,1.525
11.040,1.613
10.948,1.703
10.854,1.795
10.758,1.889
10.660,1.985
10.560,2.082
10.459,2.181
10.356,2.281
10.252,2.383
10.147,2.487
10.040,2.591
9.932,2.697
9.822,2.805
9.712,2.913
9.600,3.023
9.488,3.134
9.375,3.246
9.261,3.358
9.146,3.472
9.030,3.586
8.914,3.701
8.797,3.817
8.680,3.933
8.563,4.050
8.445,4.168
8.327,4.285
8.209,4.403
8.091,4.522
7.973,4.640
7.855,4.759
7.737,4.878
7.619,4.996
7.501,5.115
7.383,5.233
7.266,5.351
7.149,5.469
7.032,5.586
6.916,5.703
6.801,5.819
6.686,5.934
6.571,6.049
6.458,6.163
6.345,6.276
6.233,6.389
6.122,6.500
6.013,6.611
5.904,6.720
5.796,6.828
5.690,6.935
5.584,7.040
5.481,7.145
5.378,7.247
5.277,7.349
5.178,7.448
5.080,7.547
4.984,7.643
4.889,7.738
4.796,7.831
4.705,7.923
4.615,8.012
4.528,8.100
4.442,8.186
4.359,8.270
4.277,8.352
4.198,8.431
4.120,8.509
4.045,8.585
3.971,8.658
3.900,8.730
3.831,8.799
3.764,8.866
3.700,8.930
3.637,8.993
3.577,9.053
3.520,9.111
3.464,9.166
3.411,9.220
3.360,9.271
3.311,9.319
3.265,9.366
3.221,9.410
3.179,9.452
3.139,9.491
3.102,9.529
3.067,9.564
3.034,9.597
3.003,9.628
2.974,9.657
2.948,9.683
2.923,9.708
2.900,9.731
2.880,9.751
2.861,9.770
2.844,9.787
2.829,9.802
2.816,9.816
2.804,9.827
2.794,9.837
2.786,9.845
2.779,9.852
2.774,9.857
2.771,9.860
2.769,9.862
2.769,9.862
2.770,9.861
2.773,9.858
2.777,9.854
2.783,9.848
2.791,9.840
2.800,9.831
2.811,9.820
2.824,9.807
2.839,9.792
2.855,9.776
2.873,9.758
2.893,9.738
2.915,9.716
2.939,9.692
2.965,9.666
2.993,9.638
3.023,9.608
3.056,9.575
3.090,9.541
3.127,9.504
3.166,9.465
3.207,9.424
3.251,9.381
3.296,9.335
3.345,9.287
3.395,9.237
3.448,9.184
3.503,9.129
3.560,9.072
3.619,9.012
3.681,8.951
3.745,8.887
3.812,8.820
3.880,8.752
3.951,8.681
4.024,8.608
4.100,8.533
4.177,8.456
4.256,8.377
4.338,8.295
4.422,8.212
4.507,8.127
4.595,8.039
4.684,7.950
4.775,7.859
4.869,7.766
4.963,7.672
5.060,7.575
5.158,7.477
5.258,7.378
5.360,7.277
5.463,7.174
5.567,7.070
5.673,6.965
5.780,6.858
5.889,6.750
5.998,6.641
6.109,6.530
6.221,6.419
6.334,6.306
6.448,6.193
6.563,6.079
6.678,5.964
6.794,5.848
6.911,5.732
7.029,5.615
7.147,5.497
7.266,5.379
7.385,5.261
7.504,5.142
7.624,5.024
7.743,4.905
7.863,4.785
7.983,4.666
8.103,4.547
8.222,4.428
8.342,4.310
8.461,4.191
8.580,4.073
8.699,3.955
8.817,3.838
8.934,3.722
9.051,3.606
9.167,3.491
9.282,3.376
9.397,3.263
9.511,3.150
9.623,3.038
9.735,2.928
9.845,2.818
9.954,2.710
10.062,2.603
10.169,2.498
10.274,2.394
10.378,2.291
10.480,2.190
10.581,2.090
10.680,1.992
10.778,1.896
10.873,1.802
10.967,1.709
11.059,1.619
11.148,1.530
11.236,1.444
11.322,1.359
11.406,1.277
11.487,1.197
11.567,1.119
11.644,1.043
11.718,0.970
11.791,0.899
11.860,0.830
11.928,0.764
11.992,0.700
12.055,0.639
12.114,0.581
12.171,0.525
12.225,0.472
12.277,0.421
12.325,0.374
12.371,0.329
12.414,0.287
12.454,0.247
12.492,0.211
12.526,0.177
12.557,0.146
12.586,0.119
12.611,0.094
12.633,0.072
12.652,0.053
12.669,0.037
12.682,0.024
12.692,0.014
12.699,0.007
12.703,0.003
12.704,0.002
12.701,0.004
12.696,0.009
12.688,0.017
12.676,0.027
12.661,0.041
12.644,0.058
12.623,0.078
12.599,0.101
12.572,0.127
12.543,0.156
12.510,0.187
12.474,0.222
12.436,0.259
12.394,0.299
12.350,0.342
12.302,0.388
12.252,0.436
12.199,0.487
12.144,0.541
12.086,0.598
12.025,0.657
11.961,0.718
11.895,0.782
11.826,0.849
11.755,0.918
11.681,0.990
11.605,1.063
11.527,1.139
11.446,1.218
11.364,1.298
11.279,1.381
11.192,1.466
11.103,1.553
11.011,1.641
10.918,1.732
10.824,1.825
10.727,1.919
10.629,2.015
10.529,2.113
10.427,2.212
10.324,2.313
10.219,2.415
10.113,2.519
10.006,2.625
9.897,2.731
9.788,2.839
9.677,2.948
9.565,3.058
9.452,3.169
9.339,3.281
9.225,3.394
9.109,3.508
8.994,3.622
8.877,3.738
8.761,3.854
8.643,3.970
8.526,4.087
8.408,4.205
8.290,4.322
8.172,4.441
8.054,4.559
7.936,4.677
7.818,4.796
7.700,4.915
7.582,5.033
7.464,5.152
7.347,5.270
7.229,5.388
7.112,5.505
6.996,5.623
6.880,5.739
6.765,5.855
6.650,5.970
6.536,6.085
6.422,6.199
6.310,6.312
6.198,6.424
6.088,6.535
5.978,6.645
5.870,6.754
5.762,6.862
5.656,6.968
5.552,7.073
5.448,7.177
5.346,7.279
5.246,7.380
5.147,7.480
5.049,7.577
4.954,7.673
4.859,7.768
4.767,7.860
4.677,7.951
4.588,8.040
4.501,8.127
4.416,8.213
4.333,8.296
4.252,8.377
4.173,8.456
4.096,8.533
4.021,8.608
3.949,8.681
3.878,8.752
3.810,8.820
3.744,8.886
3.680,8.950
3.618,9.012
3.559,9.071
3.502,9.128
3.447,9.183
3.395,9.236
3.344,9.286
3.296,9.334
3.251,9.380
3.207,9.423
3.166,9.465
3.127,9.503
3.091,9.540
3.056,9.575
3.024,9.607
2.994,9.637
2.966,9.665
2.940,9.691
2.916,9.715
2.894,9.737
2.873,9.758
2.855,9.776
2.839,9.792
2.824,9.807
2.812,9.819
2.801,9.830
2.791,9.840
2.784,9.847
2.778,9.853
2.773,9.858
2.770,9.861
2.769,9.862
2.769,9.862
2.771,9.860
2.774,9.857
2.779,9.852
2.786,9.845
2.794,9.837
2.804,9.827
2.815,9.816
2.828,9.803
2.844,9.788
2.860,9.771
2.879,9.752
2.900,9.731
2.922,9.709
2.947,9.684
2.974,9.657
3.002,9.629
3.033,9.598
3.066,9.565
3.102,9.530
3.139,9.492
3.179,9.453
3.221,9.411
3.265,9.367
3.311,9.320
3.360,9.271
3.411,9.220
3.465,9.167
3.520,9.111
3.578,9.054
3.639,8.993
3.701,8.931
3.766,8.866
3.833,8.799
3.903,8.730
3.974,8.659
4.048,8.585
4.124,8.509
4.202,8.431
4.282,8.351
4.364,8.269
4.448,8.185
4.534,8.100
4.623,8.012
4.713,7.922
4.804,7.830
4.898,7.737
4.994,7.642
5.091,7.545
5.190,7.446
5.290,7.346
5.392,7.245
5.495,7.142
5.600,7.037
5.707,6.931
5.814,6.824
5.923,6.716
6.033,6.606
6.144,6.495
6.256,6.384
6.370,6.271
6.484,6.157
6.599,6.043
6.715,5.928
6.831,5.812
6.948,5.695
7.066,5.578
7.184,5.460
7.303,5.342
7.422,5.224
7.542,5.105
7.661,4.986
7.781,4.867
7.901,4.748
8.021,4.629
8.140,4.510
8.260,4.391
8.379,4.272
8.499,4.154
8.617,4.036
8.736,3.919
8.854,3.802
8.971,3.685
9.088,3.570
9.203,3.455
9.319,3.340
9.433,3.227
9.546,3.115
9.658,3.004
9.770,2.893
9.880,2.784
9.989,2.677
10.096,2.570
10.202,2.465
10.307,2.361
10.411,2.259
10.512,2.158
10.613,2.059
10.711,1.962
10.808,1.866
10.903,1.773
10.996,1.681
11.087,1.591
11.176,1.503
11.264,1.417
11.349,1.333
11.432,1.251
11.513,1.172
11.591,1.095
11.667,1.020
11.741,0.947
11.813,0.877
11.882,0.809
11.948,0.744
12.012,0.681
12.074,0.621
12.132,0.563
12.189,0.508
12.242,0.456
12.292,0.406
12.340,0.359
12.385,0.315
12.427,0.274
12.466,0.235
12.503,0.200
12.536,0.167
12.567,0.137
12.594,0.110
12.618,0.087
12.640,0.065
12.658,0.047
12.673,0.032
12.685,0.020
12.694,0.011
12.700,0.005
12.703,0.002
12.703,0.002
12.700,0.005
12.694,0.011
12.684,0.020
12.672,0.032
12.656,0.046
12.638,0.064
12.616,0.085
12.591,0.109
12.563,0.136
12.533,0.165
12.499,0.198
12.462,0.233
12.423,0.271
12.380,0.312
12.335,0.356
12.287,0.403
12.236,0.452
12.182,0.504
12.126,0.559
12.067,0.616
12.005,0.676
11.940,0.738
11.873,0.803
11.804,0.871
11.732,0.940
11.658,1.013
11.581,1.087
11.502,1.164
11.421,1.243
11.337,1.324
11.252,1.407
11.164,1.493
11.074,1.580
10.982,1.670
10.889,1.761
10.793,1.854
10.696,1.949
10.597,2.045
10.497,2.144
10.395,2.244
10.291,2.345
10.186,2.448
10.080,2.552
9.972,2.658
9.863,2.765
9.753,2.873
9.642,2.982
9.530,3.093
9.417,3.204
9.303,3.316
9.188,3.430
9.073,3.544
8.957,3.659
8.841,3.774
8.724,3.890
8.606,4.007
8.489,4.124
8.371,4.242
8.253,4.360
8.135,4.478
8.017,4.596
7.899,4.715
7.781,4.833
7.663,4.952
7.545,5.071
7.427,5.189
7.310,5.307
7.193,5.425
7.076,5.542
6.959,5.659
6.844,5.776
6.728,5.891
6.614,6.007
6.500,6.121
6.387,6.235
6.275,6.347
6.163,6.459
6.053,6.570
5.944,6.679
5.836,6.788
5.729,6.895
5.623,7.001
5.519,7.106
5.416,7.209
5.315,7.311
5.214,7.412
5.116,7.510
5.019,7.608
4.924,7.703
4.830,7.797
4.738,7.889
4.648,7.979
4.560,8.068
4.474,8.154
4.390,8.239
4.307,8.322
4.227,8.402
4.149,8.481
4.072,8.557
3.998,8.631
3.926,8.703
3.856,8.773
3.789,8.841
3.723,8.907
3.660,8.970
3.599,9.031
3.541,9.090
3.484,9.146
3.430,9.200
3.379,9.252
3.329,9.302
3.282,9.349
3.237,9.394
3.194,9.437
3.154,9.477
3.116,9.515
3.080,9.551
3.046,9.585
3.014,9.617
2.985,9.646
2.957,9.674
2.932,9.699
2.908,9.723
2.887,9.744
2.868,9.763
2.850,9.781
2.834,9.797
2.820,9.811
2.808,9.823
2.798,9.834
2.789,9.842
2.782,9.850
2.776,9.855
2.772,9.859
2.770,9.861
2.769,9.862
2.769,9.862
2.772,9.859
2.776,9.855
2.781,9.850
2.788,9.843
2.797,9.834
2.807,9.824
2.819,9.812
2.833,9.798
2.849,9.782
2.866,9.765
2.885,9.746
2.907,9.724
2.930,9.701
2.955,9.676
2.983,9.649
3.012,9.619
3.044,9.588
3.077,9.554
3.113,9.518
3.151,9.480
3.192,9.440
3.234,9.397
3.279,9.352
3.326,9.305
3.376,9.256
3.428,9.204
3.482,9.150
3.538,9.094
3.597,9.035
3.658,8.974
3.721,8.911
3.787,8.845
3.855,8.778
3.925,8.708
3.997,8.636
4.071,8.561
4.148,8.485
4.227,8.406
4.307,8.326
4.390,8.243
4.475,8.159
4.562,8.072
4.651,7.984
4.741,7.893
4.834,7.801
4.928,7.707
5.024,7.611
5.122,7.514
5.221,7.415
5.322,7.314
5.424,7.212
5.528,7.109
5.634,7.004
5.740,6.898
5.848,6.790
5.958,6.681
6.068,6.571
6.179,6.460
6.292,6.348
6.405,6.235
6.520,6.121
6.635,6.007
6.751,5.891
6.868,5.775
6.985,5.658
7.103,5.541
7.222,5.423
7.340,5.305
7.460,5.186
7.579,5.068
7.699,4.949
7.819,4.830
7.938,4.711
8.058,4.591
8.178,4.472
8.298,4.354
8.417,4.235
8.536,4.117
8.655,3.999
8.773,3.882
8.891,3.765
9.008,3.649
9.124,3.533
9.240,3.419
9.355,3.305
9.469,3.192
9.582,3.080
9.694,2.969
9.804,2.859
9.914,2.750
10.023,2.643
10.130,2.537
10.236,2.432
10.340,2.329
10.443,2.227
10.544,2.127
10.644,2.029
10.742,1.932
10.838,1.837
10.932,1.744
11.025,1.652
11.115,1.563
11.204,1.476
11.291,1.390
11.375,1.307
11.457,1.226
11.537,1.147
11.615,1.071
11.691,0.996
11.764,0.925
11.835,0.855
11.903,0.788
11.969,0.724
12.032,0.662
12.092,0.602
12.150,0.545
12.206,0.491
12.258,0.440
12.308,0.391
12.355,0.345
12.399,0.302
12.440,0.262
12.478,0.224
12.514,0.189
12.546,0.157
12.575,0.129
12.602,0.103
12.625,0.080
12.646,0.059
12.663,0.042
12.677,0.028
12.689,0.017
12.697,0.009
12.702,0.004
12.704,0.002
12.703,0.003
12.698,0.006
12.691,0.013
12.681,0.023
12.667,0.036
12.651,0.052
12.631,0.071
12.608,0.092
12.583,0.117
12.554,0.145
12.522,0.175
12.488,0.208
12.450,0.245
12.410,0.284
12.366,0.326
12.320,0.370
12.271,0.418
12.219,0.468
12.165,0.521
12.107,0.576
12.047,0.634
11.985,0.695
11.920,0.758
11.852,0.824
11.782,0.892
11.709,0.963
11.634,1.036
11.556,1.111
11.477,1.188
11.395,1.268
11.310,1.350
11.224,1.434
11.136,1.520
11.045,1.608
10.953,1.698
10.859,1.790
10.763,1.884
10.665,1.979
10.566,2.076
10.465,2.175
10.362,2.275
10.258,2.377
10.153,2.481
10.046,2.585
9.938,2.691
9.829,2.799
9.718,2.907
9.607,3.017
9.494,3.128
9.381,3.239
9.267,3.352
9.152,3.465
9.037,3.580
8.921,3.695
8.804,3.811
8.687,3.927
8.569,4.044
8.452,4.161
8.334,4.279
8.216,4.397
8.098,4.515
7.979,4.633
7.861,4.752
7.743,4.871
7.626,4.989
7.508,5.108
7.390,5.226
7.273,5.344
7.156,5.462
7.039,5.579
6.923,5.696
6.807,5.812
6.692,5.928
6.578,6.043
6.464,6.157
6.352,6.270
6.240,6.382
6.129,6.494
6.019,6.604
5.910,6.714
5.802,6.822
5.696,6.929
5.590,7.034
5.487,7.139
5.384,7.242
5.283,7.343
5.183,7.443
5.085,7.541
4.989,7.638
4.894,7.733
4.801,7.826
4.710,7.918
4.620,8.007
4.533,8.095
4.447,8.181
4.363,8.265
4.282,8.347
4.202,8.427
4.124,8.505
4.049,8.581
3.975,8.654
3.904,8.726
3.835,8.795
3.768,8.862
3.703,8.927
3.641,8.989
3.581,9.049
3.523,9.107
3.467,9.163
3.414,9.217
3.363,9.268
3.314,9.317
3.267,9.363
3.223,9.407
3.181,9.449
3.142,9.489
3.104,9.527
3.069,9.562
3.036,9.595
3.005,9.626
2.976,9.655
2.949,9.682
2.924,9.707
2.901,9.730
2.881,9.750
2.862,9.769
2.845,9.786
2.830,9.801
2.816,9.815
2.805,9.826
2.795,9.836
2.786,9.845
2.780,9.851
2.775,9.856
2.771,9.860
2.769,9.862
2.769,9.862
2.770,9.861
2.773,9.858
2.777,9.854
2.783,9.848
2.791,9.840
2.800,9.831
2.811,9.820
2.823,9.808
2.838,9.793
2.854,9.777
2.872,9.759
2.892,9.739
2.914,9.717
2.938,9.693
2.964,9.668
2.992,9.640
3.022,9.610
3.054,9.577
3.088,9.543
3.125,9.506
3.164,9.468
3.205,9.427
3.248,9.383
3.294,9.338
3.342,9.290
3.392,9.240
3.445,9.187
3.499,9.132
3.557,9.075
3.616,9.016
3.678,8.954
3.742,8.890
3.808,8.824
3.877,8.756
3.947,8.685
4.020,8.613
4.095,8.538
4.173,8.461
4.252,8.381
4.333,8.300
4.417,8.217
4.502,8.132
4.590,8.044
4.679,7.955
4.770,7.864
4.863,7.772
4.958,7.677
5.055,7.581
5.153,7.483
5.253,7.384
5.354,7.283
5.457,7.180
5.561,7.076
5.667,6.971
5.774,6.864
5.883,6.756
5.992,6.647
6.103,6.537
6.215,6.425
6.328,6.313
6.441,6.200
6.556,6.085
6.672,5.970
6.788,5.855
6.905,5.738
7.022,5.621
7.140,5.504
7.259,5.386
7.378,5.268
7.497,5.149
7.617,5.030
7.736,4.911
7.856,4.792
7.976,4.673
8.096,4.554
8.216,4.435
8.335,4.316
8.454,4.198
8.573,4.080
8.692,3.962
8.810,3.845
8.927,3.728
9.044,3.612
9.161,3.497
9.276,3.383
9.391,3.269
9.504,3.156
9.617,3.045
9.729,2.934
9.839,2.825
9.948,2.716
10.056,2.609
10.163,2.504
10.268,2.400
10.372,2.297
10.475,2.196
10.576,2.096
10.675,1.998
10.772,1.902
10.868,1.807
10.962,1.715
11.053,1.624
11.143,1.535
11.231,1.449
11.317,1.364
11.401,1.281
11.483,1.201
11.562,1.123
11.639,1.047
11.714,0.974
11.786,0.902
11.856,0.834
11.924,0.768
11.989,0.704
12.051,0.643
12.111,0.584
12.168,0.528
12.222,0.475
12.274,0.424
12.323,0.376
12.369,0.331
12.412,0.289
12.452,0.249
12.490,0.213
12.524,0.179
12.556,0.148
12.584,0.120
12.610,0.095
12.632,0.073
12.651,0.054
12.668,0.038
12.681,0.024
12.691,0.014
12.699,0.007
12.703,0.003
12.704,0.002
12.702,0.003
12.696,0.008
12.688,0.016
12.677,0.027
12.662,0.041
12.645,0.057
12.624,0.077
12.601,0.100
12.574,0.125
12.544,0.154
12.512,0.185
12.476,0.220
12.438,0.257
12.396,0.297
12.352,0.339
12.305,0.385
12.255,0.433
12.202,0.484
12.147,0.538
12.089,0.594
12.028,0.653
11.965,0.715
11.899,0.779
11.830,0.845
11.759,0.914
11.686,0.985
11.610,1.059
11.532,1.135
11.451,1.213
11.368,1.294
11.284,1.376
11.197,1.461
11.108,1.548
11.017,1.636
10.924,1.727
10.829,1.819
10.732,1.913
10.634,2.009
10.534,2.107
10.433,2.206
10.330,2.307
10.225,2.410
10.119,2.513
10.012,2.619
9.904,2.725
9.794,2.833
9.683,2.942
9.572,3.052
