Symplectic Euler,,
E_c,E_p,E_m
27.008,10.510,37.518
26.142,11.368,37.510
25.263,12.241,37.503
24.372,13.126,37.498
23.472,14.022,37.494
22.567,14.925,37.492
21.658,15.832,37.490
20.750,16.741,37.490
19.843,17.649,37.492
18.941,18.553,37.495
18.048,19.451,37.499
17.164,20.340,37.505
16.294,21.218,37.511
15.439,22.081,37.519
14.602,22.927,37.529
13.785,23.754,37.539
12.990,24.560,37.550
12.220,25.343,37.563
11.477,26.099,37.577
10.763,26.828,37.591
10.079,27.528,37.607
9.427,28.196,37.623
8.808,28.832,37.640
8.224,29.433,37.657
7.675,30.000,37.675
7.163,30.530,37.693
6.688,31.024,37.712
6.251,31.480,37.731
5.851,31.898,37.749
5.489,32.279,37.768
5.164,32.623,37.787
4.876,32.929,37.805
4.623,33.199,37.822
4.405,33.434,37.840
4.221,33.635,37.856
4.069,33.803,37.872
3.948,33.940,37.887
3.856,34.046,37.902
3.793,34.123,37.916
3.758,34.171,37.930
3.751,34.193,37.943
3.770,34.187,37.957
3.817,34.154,37.971
3.892,34.093,37.985
3.996,34.004,38.000
4.130,33.885,38.015
4.296,33.735,38.031
4.495,33.553,38.048
4.727,33.338,38.065
4.995,33.088,38.083
5.299,32.802,38.101
5.640,32.479,38.119
6.018,32.120,38.138
6.434,31.723,38.157
6.888,31.288,38.176
7.379,30.816,38.195
7.906,30.307,38.213
8.470,29.761,38.231
9.070,29.179,38.249
9.703,28.563,38.266
10.369,27.913,38.282
11.066,27.231,38.297
11.793,26.518,38.312
12.548,25.777,38.325
13.329,25.009,38.338
14.133,24.217,38.350
14.959,23.401,38.360
15.804,22.565,38.370
16.666,21.712,38.378
17.543,20.842,38.385
18.431,19.959,38.390
19.328,19.066,38.395
20.232,18.165,38.397
21.140,17.259,38.399
22.049,16.350,38.399
22.957,15.442,38.398
23.860,14.536,38.396
24.756,13.636,38.392
25.642,12.744,38.387
26.516,11.864,38.380
27.375,10.997,38.372
28.216,10.147,38.363
29.036,9.316,38.352
29.833,8.507,38.341
30.606,7.722,38.328
31.350,6.964,38.313
32.064,6.234,38.298
32.746,5.536,38.282
33.393,4.871,38.264
34.004,4.241,38.246
34.577,3.649,38.226
35.110,3.096,38.206
35.600,2.585,38.185
36.048,2.115,38.163
36.450,1.690,38.141
36.807,1.310,38.117
37.117,0.977,38.094
37.379,0.691,38.070
37.591,0.454,38.045
37.755,0.266,38.020
37.868,0.127,37.995
37.931,0.039,37.970
37.943,0.001,37.945
37.905,0.015,37.919
37.816,0.078,37.894
37.677,0.192,37.869
37.488,0.356,37.844
37.250,0.570,37.820
36.963,0.832,37.796
36.629,1.142,37.772
36.249,1.500,37.749
35.823,1.903,37.726
35.353,2.351,37.704
34.841,2.843,37.683
34.287,3.376,37.663
33.694,3.949,37.644
33.064,4.561,37.625
32.399,5.209,37.608
31.700,5.891,37.591
30.970,6.606,37.576
30.211,7.350,37.562
29.426,8.123,37.549
28.616,8.921,37.537
27.785,9.741,37.527
26.935,10.583,37.517
26.068,11.441,37.510
25.187,12.315,37.503
24.296,13.202,37.498
23.396,14.098,37.494
22.490,15.001,37.491
21.581,15.909,37.490
20.672,16.818,37.491
19.766,17.726,37.492
18.865,18.630,37.495
17.972,19.527,37.499
17.090,20.415,37.505
16.220,21.291,37.512
15.367,22.153,37.520
14.531,22.998,37.529
13.716,23.824,37.540
12.924,24.628,37.552
12.156,25.408,37.564
11.416,26.162,37.578
10.704,26.889,37.592
10.022,27.586,37.608
9.373,28.251,37.624
8.757,28.884,37.641
8.176,29.483,37.658
7.630,30.046,37.676
7.121,30.573,37.695
6.650,31.064,37.713
6.215,31.517,37.732
5.819,31.932,37.751
5.460,32.310,37.770
5.138,32.650,37.788
4.853,32.953,37.806
4.603,33.221,37.824
4.388,33.453,37.841
4.207,33.651,37.857
4.057,33.816,37.873
3.939,33.950,37.888
3.850,34.053,37.903
3.789,34.128,37.917
3.757,34.174,37.931
3.751,34.193,37.945
3.773,34.185,37.958
3.822,34.150,37.972
3.900,34.087,37.986
4.006,33.995,38.001
4.143,33.873,38.016
4.312,33.721,38.032
4.513,33.536,38.049
4.749,33.318,38.066
5.020,33.065,38.084
5.327,32.776,38.103
5.671,32.450,38.121
6.052,32.088,38.140
6.471,31.688,38.159
6.928,31.250,38.178
7.422,30.774,38.196
7.953,30.262,38.215
8.520,29.713,38.233
9.122,29.128,38.250
9.758,28.509,38.267
10.427,27.856,38.283
11.127,27.171,38.299
11.856,26.457,38.313
12.613,25.713,38.327
13.396,24.943,38.339
14.202,24.148,38.351
15.030,23.331,38.361
15.877,22.494,38.370
16.740,21.638,38.378
17.618,20.768,38.385
18.507,19.884,38.391
19.405,18.990,38.395
20.309,18.088,38.398
21.217,17.182,38.399
22.126,16.273,38.399
23.034,15.364,38.398
23.936,14.459,38.395
24.832,13.560,38.391
25.717,12.669,38.386
26.590,11.790,38.379
27.447,10.924,38.371
28.286,10.076,38.362
29.105,9.247,38.351
29.900,8.439,38.339
30.670,7.657,38.326
31.412,6.900,38.312
32.123,6.173,38.297
32.802,5.478,38.280
33.447,4.816,38.263
34.054,4.190,38.244
34.624,3.601,38.225
35.153,3.051,38.204
35.640,2.543,38.183
36.084,2.077,38.161
36.483,1.656,38.139
36.835,1.280,38.115
37.141,0.951,38.092
37.399,0.669,38.068
37.607,0.436,38.043
37.766,0.252,38.018
37.875,0.118,37.993
37.934,0.034,37.968
37.942,0.001,37.942
37.899,0.018,37.917
37.806,0.086,37.892
37.663,0.204,37.867
37.470,0.372,37.842
37.228,0.590,37.818
36.937,0.857,37.794
36.599,1.171,37.770
36.214,1.532,37.747
35.785,1.940,37.724
35.311,2.392,37.703
34.795,2.887,37.682
34.238,3.423,37.661
33.642,4.000,37.642
33.009,4.614,37.624
32.341,5.265,37.606
31.639,5.951,37.590
30.907,6.668,37.575
30.146,7.415,37.561
29.358,8.190,37.548
28.547,8.990,37.536
27.714,9.812,37.526
26.862,10.655,37.517
25.994,11.515,37.509
25.112,12.390,37.502
24.220,13.278,37.497
23.319,14.175,37.494
22.413,15.078,37.491
21.504,15.986,37.490
20.595,16.895,37.491
19.689,17.803,37.492
18.789,18.706,37.495
17.897,19.603,37.500
17.015,20.490,37.506
16.147,21.365,37.513
15.295,22.226,37.521
14.461,23.069,37.530
13.648,23.893,37.541
12.858,24.695,37.553
12.092,25.473,37.565
11.354,26.225,37.579
10.645,26.949,37.594
9.966,27.644,37.609
9.319,28.306,37.626
8.706,28.936,37.642
8.128,29.532,37.660
7.586,30.092,37.678
7.080,30.617,37.696
6.611,31.104,37.715
6.180,31.553,37.734
5.787,31.966,37.753
5.431,32.340,37.771
5.112,32.677,37.790
4.830,32.978,37.808
4.584,33.242,37.825
4.372,33.471,37.842
4.193,33.666,37.859
4.046,33.829,37.875
3.930,33.960,37.890
3.844,34.061,37.904
3.786,34.133,37.918
3.755,34.177,37.932
3.752,34.194,37.946
3.776,34.183,37.959
3.828,34.145,37.973
3.908,34.080,37.987
4.017,33.986,38.002
4.156,33.862,38.018
4.327,33.706,38.034
4.532,33.519,38.051
4.770,33.298,38.068
5.044,33.042,38.086
5.354,32.750,38.104
5.702,32.421,38.123
6.086,32.055,38.142
6.509,31.652,38.160
6.969,31.211,38.179
7.466,30.732,38.198
8.000,30.216,38.216
8.570,29.664,38.234
9.175,29.077,38.252
9.814,28.455,38.268
10.485,27.799,38.284
11.188,27.112,38.300
11.920,26.395,38.314
12.679,25.649,38.328
13.464,24.876,38.340
14.272,24.080,38.352
15.101,23.261,38.362
15.949,22.422,38.371
16.814,21.565,38.379
17.693,20.693,38.386
18.583,19.808,38.391
19.481,18.914,38.395
20.386,18.012,38.398
21.295,17.105,38.399
22.204,16.196,38.399
23.110,15.287,38.398
24.013,14.382,38.395
24.907,13.484,38.391
25.792,12.594,38.386
26.663,11.716,38.379
27.519,10.852,38.371
28.356,10.005,38.361
29.173,9.177,38.350
29.966,8.372,38.338
30.734,7.591,38.325
31.473,6.838,38.311
32.182,6.113,38.295
32.858,5.420,38.279
33.500,4.761,38.261
34.104,4.138,38.242
34.670,3.553,38.223
35.196,3.007,38.202
35.679,2.502,38.181
36.119,2.040,38.159
36.514,1.622,38.137
36.863,1.250,38.113
37.165,0.925,38.090
37.418,0.647,38.065
37.623,0.418,38.041
37.778,0.238,38.016
37.882,0.109,37.991
37.937,0.029,37.966
37.940,0.000,37.940
37.893,0.022,37.915
37.796,0.094,37.890
37.648,0.216,37.865
37.451,0.389,37.840
37.205,0.611,37.816
36.910,0.881,37.792
36.568,1.200,37.768
36.180,1.565,37.745
35.746,1.976,37.723
35.269,2.432,37.701
34.749,2.931,37.680
34.189,3.471,37.660
33.590,4.050,37.641
32.954,4.668,37.622
32.283,5.322,37.605
31.578,6.010,37.589
30.843,6.730,37.574
30.080,7.480,37.560
29.290,8.257,37.547
28.477,9.059,37.535
27.642,9.883,37.525
26.789,10.727,37.516
25.919,11.589,37.508
25.037,12.465,37.502
24.143,13.354,37.497
23.242,14.251,37.493
22.336,15.155,37.491
21.427,16.063,37.490
20.518,16.972,37.491
19.613,17.880,37.493
18.713,18.783,37.496
17.822,19.679,37.500
16.941,20.565,37.506
16.074,21.439,37.513
15.224,22.298,37.522
14.391,23.140,37.531
13.580,23.962,37.542
12.792,24.762,37.554
12.029,25.538,37.566
11.293,26.288,37.580
10.586,27.009,37.595
9.910,27.701,37.611
9.266,28.361,37.627
8.656,28.988,37.644
8.080,29.581,37.661
7.541,30.138,37.680
7.039,30.659,37.698
6.573,31.143,37.717
6.145,31.590,37.735
5.755,31.999,37.754
5.403,32.370,37.773
5.087,32.704,37.791
4.808,33.001,37.809
4.564,33.263,37.827
4.355,33.489,37.844
4.179,33.681,37.860
4.035,33.841,37.876
3.922,33.969,37.891
3.838,34.068,37.905
3.782,34.138,37.920
3.754,34.179,37.933
3.753,34.194,37.947
3.779,34.181,37.960
3.833,34.141,37.974
3.916,34.073,37.989
4.027,33.976,38.004
4.169,33.850,38.019
4.343,33.692,38.035
4.551,33.501,38.052
4.792,33.277,38.069
5.069,33.018,38.087
5.382,32.723,38.106
5.733,32.391,38.124
6.121,32.022,38.143
6.546,31.616,38.162
7.009,31.172,38.181
7.510,30.690,38.199
8.047,30.171,38.218
8.620,29.616,38.236
9.228,29.025,38.253
9.870,28.400,38.270
10.544,27.742,38.286
11.249,27.052,38.301
11.983,26.332,38.315
12.745,25.584,38.329
13.532,24.810,38.341
14.342,24.011,38.353
15.173,23.190,38.363
16.022,22.350,38.372
16.888,21.491,38.380
17.768,20.618,38.386
18.659,19.733,38.391
19.558,18.837,38.395
20.463,17.935,38.398
21.372,17.028,38.399
22.281,16.118,38.399
23.187,15.210,38.398
24.089,14.306,38.395
24.983,13.408,38.391
25.866,12.519,38.385
26.736,11.642,38.378
27.591,10.779,38.370
28.427,9.934,38.360
29.241,9.108,38.349
30.033,8.305,38.337
30.798,7.526,38.324
31.535,6.775,38.310
32.241,6.053,38.294
32.914,5.363,38.277
33.553,4.707,38.260
34.154,4.087,38.241
34.717,3.505,38.221
35.239,2.962,38.201
35.718,2.461,38.179
36.155,2.003,38.157
36.546,1.589,38.135
36.891,1.221,38.111
37.188,0.899,38.088
37.438,0.626,38.063
37.638,0.401,38.039
37.788,0.226,38.014
37.889,0.100,37.989
37.939,0.025,37.964
37.938,0.000,37.938
37.887,0.026,37.913
37.785,0.102,37.888
37.633,0.229,37.863
37.432,0.406,37.838
37.182,0.632,37.814
36.883,0.907,37.789
36.537,1.229,37.766
36.145,1.598,37.743
35.707,2.013,37.721
35.226,2.473,37.699
34.703,2.975,37.678
34.140,3.518,37.658
33.537,4.102,37.639
32.898,4.723,37.621
32.224,5.379,37.604
31.517,6.070,37.587
30.780,6.793,37.572
30.014,7.545,37.558
29.222,8.324,37.546
28.407,9.128,37.534
27.570,9.954,37.524
26.715,10.800,37.515
25.845,11.663,37.508
24.961,12.540,37.502
24.067,13.430,37.497
23.165,14.328,37.493
22.259,15.232,37.491
21.350,16.141,37.490
20.441,17.050,37.491
19.536,17.957,37.493
18.637,18.859,37.496
17.746,19.755,37.501
16.867,20.640,37.507
16.001,21.513,37.514
15.152,22.370,37.522
14.322,23.210,37.532
13.512,24.031,37.543
12.726,24.829,37.555
11.965,25.603,37.568
11.231,26.350,37.582
10.527,27.069,37.596
9.854,27.758,37.612
9.213,28.416,37.628
8.605,29.040,37.645
8.033,29.630,37.663
7.497,30.184,37.681
6.998,30.702,37.700
6.535,31.183,37.718
6.111,31.626,37.737
5.724,32.032,37.756
5.374,32.400,37.774
5.062,32.731,37.793
4.786,33.025,37.811
4.545,33.283,37.828
4.339,33.506,37.845
4.166,33.696,37.862
4.024,33.853,37.877
3.913,33.979,37.892
3.832,34.075,37.907
3.778,34.142,37.921
3.753,34.182,37.934
3.754,34.194,37.948
3.783,34.179,37.962
3.839,34.136,37.976
3.924,34.066,37.990
4.038,33.967,38.005
4.183,33.837,38.020
4.360,33.677,38.037
4.570,33.484,38.053
4.814,33.257,38.071
5.094,32.995,38.089
5.411,32.696,38.107
5.764,32.362,38.126
6.155,31.989,38.145
6.584,31.579,38.164
7.050,31.132,38.182
7.554,30.647,38.201
8.094,30.125,38.219
8.670,29.567,38.237
9.281,28.973,38.254
9.926,28.345,38.271
10.603,27.685,38.287
11.310,26.992,38.302
12.047,26.270,38.317
12.811,25.519,38.330
13.599,24.743,38.342
14.411,23.942,38.353
15.244,23.119,38.364
16.095,22.277,38.373
16.962,21.418,38.380
17.843,20.544,38.387
18.735,19.657,38.392
19.635,18.761,38.396
20.540,17.858,38.398
21.449,16.950,38.399
22.358,16.041,38.399
23.264,15.133,38.398
24.165,14.229,38.395
25.058,13.332,38.390
25.941,12.444,38.385
26.810,11.568,38.377
27.663,10.707,38.369
28.497,9.863,38.359
29.310,9.039,38.348
30.099,8.238,38.336
30.862,7.461,38.323
31.596,6.712,38.308
32.299,5.993,38.293
32.970,5.306,38.276
33.605,4.653,38.258
34.203,4.036,38.239
34.763,3.457,38.219
35.281,2.918,38.199
35.757,2.420,38.178
36.190,1.966,38.155
36.577,1.556,38.133
36.918,1.192,38.109
37.211,0.874,38.086
37.456,0.605,38.061
37.653,0.384,38.037
37.799,0.213,38.012
37.895,0.092,37.987
37.941,0.021,37.961
37.936,0.000,37.936
37.880,0.030,37.911
37.774,0.111,37.886
37.618,0.242,37.861
37.413,0.423,37.836
37.158,0.653,37.811
36.855,0.932,37.787
36.505,1.259,37.764
36.109,1.632,37.741
35.668,2.051,37.719
35.184,2.514,37.697
34.657,3.019,37.676
34.090,3.566,37.656
33.485,4.153,37.637
32.842,4.777,37.619
32.165,5.437,37.602
31.456,6.130,37.586
30.716,6.856,37.571
29.947,7.610,37.557
29.154,8.391,37.545
28.336,9.197,37.533
27.498,10.025,37.523
26.642,10.873,37.515
25.770,11.737,37.507
24.886,12.615,37.501
23.991,13.506,37.496
23.088,14.404,37.493
22.181,15.310,37.491
21.272,16.218,37.490
20.364,17.127,37.491
19.459,18.034,37.493
18.561,18.936,37.496
17.671,19.830,37.501
16.793,20.714,37.507
15.929,21.586,37.515
15.081,22.442,37.523
14.252,23.281,37.533
13.444,24.099,37.544
12.660,24.896,37.556
11.902,25.667,37.569
11.170,26.412,37.583
10.469,27.129,37.598
9.798,27.815,37.613
9.160,28.470,37.630
8.555,29.091,37.647
7.986,29.678,37.665
7.453,30.229,37.683
6.957,30.744,37.701
6.498,31.222,37.720
6.076,31.662,37.739
5.693,32.065,37.757
5.346,32.430,37.776
5.037,32.757,37.794
4.764,33.048,37.812
4.526,33.303,37.830
4.323,33.524,37.847
4.152,33.711,37.863
4.014,33.865,37.879
3.905,33.988,37.894
3.826,34.082,37.908
3.775,34.147,37.922
3.752,34.184,37.936
3.756,34.194,37.949
3.787,34.176,37.963
3.845,34.131,37.977
3.933,34.059,37.991
4.049,33.957,38.006
4.197,33.825,38.022
4.376,33.662,38.038
4.589,33.466,38.055
4.837,33.236,38.072
5.120,32.971,38.090
5.439,32.669,38.109
5.796,32.331,38.127
6.190,31.956,38.146
6.622,31.543,38.165
7.092,31.092,38.184
7.598,30.604,38.203
8.142,30.079,38.221
8.721,29.518,38.239
9.335,28.921,38.256
9.982,28.291,38.273
10.661,27.627,38.288
11.372,26.932,38.304
12.111,26.207,38.318
12.877,25.454,38.331
13.668,24.676,38.343
14.481,23.873,38.354
15.316,23.049,38.364
16.168,22.205,38.373
17.037,21.344,38.381
17.918,20.469,38.387
18.811,19.581,38.392
19.711,18.684,38.396
20.617,17.781,38.398
21.526,16.873,38.399
22.435,15.964,38.399
23.341,15.056,38.397
24.241,14.153,38.394
25.134,13.256,38.390
26.015,12.369,38.384
26.883,11.494,38.377
27.734,10.634,38.368
28.567,9.792,38.359
29.378,8.970,38.347
30.165,8.171,38.335
30.925,7.396,38.322
31.657,6.650,38.307
32.358,5.934,38.291
33.025,5.249,38.274
33.657,4.599,38.256
34.252,3.985,38.238
34.808,3.410,38.218
35.323,2.874,38.197
35.796,2.380,38.176
36.224,1.929,38.154
36.608,1.523,38.131
36.945,1.163,38.107
37.234,0.850,38.084
37.475,0.584,38.059
37.667,0.368,38.035
37.809,0.201,38.010
37.901,0.084,37.984
37.942,0.017,37.959
37.933,0.001,37.934
37.873,0.035,37.909
37.763,0.120,37.883
37.603,0.256,37.858
37.393,0.441,37.834
37.134,0.675,37.809
36.827,0.958,37.785
36.473,1.289,37.762
36.073,1.666,37.739
35.629,2.088,37.717
35.140,2.555,37.695
34.610,3.064,37.675
34.040,3.615,37.655
33.431,4.204,37.636
32.786,4.832,37.618
32.106,5.494,37.601
31.394,6.191,37.585
30.651,6.919,37.570
29.881,7.675,37.556
29.085,8.459,37.544
28.266,9.267,37.533
27.426,10.096,37.523
26.569,10.945,37.514
25.696,11.811,37.507
24.810,12.691,37.501
23.914,13.582,37.496
23.012,14.481,37.493
22.104,15.387,37.491
21.195,16.295,37.490
20.287,17.204,37.491
19.383,18.111,37.493
18.485,19.012,37.497
17.596,19.906,37.502
16.719,20.789,37.508
15.856,21.659,37.515
15.010,22.514,37.524
14.183,23.351,37.534
13.377,24.168,37.545
12.595,24.962,37.557
11.838,25.732,37.570
11.110,26.474,37.584
10.410,27.189,37.599
9.742,27.872,37.615
9.107,28.524,37.631
8.506,29.143,37.648
7.940,29.726,37.666
7.410,30.275,37.684
6.916,30.786,37.703
6.461,31.261,37.721
6.042,31.698,37.740
5.662,32.097,37.759
5.319,32.459,37.778
5.012,32.783,37.796
4.742,33.071,37.814
4.508,33.323,37.831
4.307,33.541,37.848
4.139,33.725,37.864
4.003,33.877,37.880
3.897,33.997,37.895
3.821,34.088,37.909
3.772,34.151,37.923
3.751,34.186,37.937
3.757,34.193,37.950
3.791,34.173,37.964
3.852,34.126,37.978
3.941,34.051,37.992
4.061,33.947,38.007
4.211,33.812,38.023
4.393,33.646,38.039
4.609,33.447,38.056
4.859,33.215,38.074
5.145,32.946,38.092
5.468,32.642,38.110
5.828,32.301,38.129
6.226,31.922,38.148
6.661,31.506,38.167
7.133,31.052,38.186
7.643,30.561,38.204
8.189,30.033,38.222
8.771,29.469,38.240
9.388,28.869,38.257
10.038,28.235,38.274
10.721,27.569,38.290
11.433,26.871,38.305
12.175,26.144,38.319
12.943,25.389,38.332
13.736,24.608,38.344
14.551,23.804,38.355
15.387,22.978,38.365
16.242,22.132,38.374
17.111,21.270,38.381
17.994,20.394,38.388
18.887,19.505,38.393
19.788,18.608,38.396
20.695,17.704,38.398
21.603,16.796,38.399
22.512,15.887,38.399
23.418,14.979,38.397
24.318,14.076,38.394
25.209,13.180,38.389
26.089,12.294,38.383
26.956,11.420,38.376
27.806,10.562,38.368
28.636,9.721,38.358
29.445,8.901,38.346
30.230,8.104,38.334
30.988,7.332,38.320
31.718,6.588,38.306
32.416,5.874,38.290
33.080,5.193,38.273
33.709,4.545,38.255
34.301,3.935,38.236
34.854,3.363,38.216
35.365,2.830,38.195
35.834,2.340,38.174
36.259,1.893,38.152
36.638,1.491,38.129
36.971,1.134,38.105
37.256,0.825,38.081
37.493,0.564,38.057
37.681,0.352,38.032
37.819,0.189,38.007
37.906,0.076,37.982
37.943,0.014,37.957
37.930,0.002,37.932
37.866,0.041,37.906
37.751,0.130,37.881
37.587,0.269,37.856
37.373,0.459,37.832
37.110,0.697,37.807
36.799,0.984,37.783
36.441,1.319,37.760
36.037,1.700,37.737
35.589,2.126,37.715
35.097,2.597,37.694
34.563,3.109,37.673
33.990,3.663,37.653
33.378,4.256,37.634
32.730,4.887,37.616
32.047,5.552,37.599
31.332,6.251,37.583
30.587,6.982,37.569
29.814,7.741,37.555
29.016,8.527,37.543
28.195,9.336,37.532
27.354,10.168,37.522
26.495,11.018,37.513
25.621,11.885,37.506
24.734,12.766,37.500
23.838,13.658,37.496
22.935,14.558,37.492
22.027,15.464,37.491
21.118,16.372,37.490
20.210,17.281,37.491
19.306,18.187,37.494
18.409,19.088,37.497
17.521,19.981,37.502
16.645,20.863,37.508
15.783,21.733,37.516
14.939,22.586,37.525
14.113,23.421,37.535
13.309,24.236,37.546
12.529,25.028,37.558
11.775,25.796,37.571
11.049,26.536,37.585
10.352,27.248,37.600
9.687,27.929,37.616
9.055,28.578,37.633
8.456,29.194,37.650
7.893,29.774,37.668
7.366,30.320,37.686
6.876,30.828,37.704
6.424,31.299,37.723
6.009,31.733,37.742
5.631,32.129,37.760
5.291,32.488,37.779
4.988,32.809,37.797
4.721,33.094,37.815
4.489,33.343,37.833
4.292,33.558,37.849
4.127,33.739,37.866
3.993,33.888,37.881
3.890,34.006,37.896
3.815,34.095,37.910
3.769,34.155,37.924
3.750,34.187,37.938
3.759,34.193,37.951
3.795,34.171,37.965
3.858,34.121,37.979
3.950,34.043,37.994
4.072,33.937,38.009
4.225,33.799,38.024
4.410,33.631,38.041
4.629,33.429,38.058
4.882,33.193,38.075
5.171,32.922,38.093
5.497,32.615,38.112
5.860,32.270,38.131
6.261,31.888,38.150
6.699,31.469,38.168
7.175,31.012,38.187
7.688,30.518,38.206
8.237,29.986,38.224
8.823,29.419,38.242
9.442,28.817,38.259
10.095,28.180,38.275
10.780,27.511,38.291
11.495,26.811,38.306
12.239,26.081,38.320
13.009,25.324,38.333
13.804,24.541,38.345
14.622,23.734,38.356
15.459,22.907,38.366
16.315,22.060,38.375
17.186,21.196,38.382
18.069,20.319,38.388
18.963,19.430,38.393
19.865,18.531,38.396
20.772,17.627,38.399
21.681,16.719,38.399
22.589,15.810,38.399
23.494,14.902,38.397
24.394,14.000,38.394
25.284,13.105,38.389
26.164,12.219,38.383
27.029,11.347,38.375
27.877,10.490,38.367
28.706,9.651,38.357
29.513,8.832,38.345
30.296,8.037,38.333
31.052,7.268,38.319
31.778,6.526,38.304
32.473,5.815,38.288
33.135,5.136,38.271
33.761,4.492,38.253
34.350,3.885,38.234
34.899,3.316,38.214
35.406,2.787,38.194
35.872,2.300,38.172
36.293,1.857,38.150
36.668,1.459,38.127
36.997,1.106,38.103
37.278,0.801,38.079
37.511,0.544,38.055
37.695,0.336,38.030
37.828,0.177,38.005
37.911,0.069,37.980
37.944,0.011,37.955
37.926,0.003,37.930
37.858,0.046,37.904
37.739,0.140,37.879
37.571,0.284,37.854
37.352,0.477,37.830
37.085,0.720,37.805
36.771,1.011,37.781
36.409,1.349,37.758
36.001,1.734,37.735
35.549,2.164,37.713
35.053,2.639,37.692
34.516,3.155,37.671
33.939,3.712,37.651
33.324,4.308,37.633
32.673,4.942,37.615
31.987,5.610,37.598
31.270,6.312,37.582
30.522,7.045,37.568
29.747,7.807,37.554
28.947,8.594,37.542
28.125,9.406,37.531
27.282,10.239,37.521
26.421,11.091,37.513
25.546,11.960,37.505
24.658,12.841,37.500
23.761,13.734,37.495
22.858,14.635,37.492
21.950,15.541,37.491
21.041,16.450,37.490
20.133,17.358,37.491
19.230,18.264,37.494
18.333,19.164,37.498
17.446,20.057,37.503
16.571,20.938,37.509
15.711,21.806,37.517
14.868,22.658,37.525
14.044,23.491,37.536
13.242,24.304,37.547
12.464,25.095,37.559
11.713,25.860,37.572
10.989,26.598,37.586
10.295,27.307,37.602
9.632,27.985,37.617
9.002,28.632,37.634
8.407,29.244,37.651
7.847,29.822,37.669
7.323,30.364,37.687
6.836,30.869,37.706
6.387,31.338,37.725
5.975,31.768,37.743
5.601,32.161,37.762
5.264,32.517,37.781
4.964,32.835,37.799
4.700,33.117,37.817
4.471,33.363,37.834
4.276,33.574,37.851
4.114,33.753,37.867
3.983,33.899,37.882
3.882,34.015,37.897
3.810,34.101,37.911
3.767,34.159,37.925
3.750,34.189,37.939
3.761,34.192,37.953
3.799,34.167,37.966
3.865,34.116,37.980
3.959,34.035,37.995
4.084,33.926,38.010
4.239,33.786,38.026
4.427,33.615,38.042
4.649,33.410,38.059
4.905,33.172,38.077
5.198,32.897,38.095
5.527,32.587,38.114
5.893,32.239,38.132
6.297,31.854,38.151
6.738,31.432,38.170
7.217,30.971,38.189
7.733,30.474,38.207
8.286,29.940,38.225
