Symplectic Euler,,
E_c,E_p,E_m
37.941,0.019,37.960
37.934,0.001,37.934
37.876,0.033,37.909
37.768,0.116,37.884
37.609,0.250,37.859
37.401,0.433,37.834
37.144,0.666,37.810
36.839,0.947,37.786
36.487,1.275,37.763
36.089,1.651,37.740
35.646,2.072,37.717
35.159,2.537,37.696
34.631,3.045,37.675
34.062,3.593,37.655
33.454,4.182,37.636
32.810,4.808,37.618
32.132,5.469,37.601
31.421,6.164,37.585
30.679,6.891,37.570
29.910,7.647,37.556
29.115,8.429,37.544
28.297,9.236,37.533
27.458,10.065,37.523
26.601,10.913,37.514
25.728,11.778,37.506
24.843,12.657,37.500
23.948,13.548,37.496
23.045,14.447,37.492
22.138,15.353,37.490
21.229,16.261,37.490
20.321,17.170,37.491
19.416,18.077,37.493
18.518,18.978,37.496
17.629,19.872,37.501
16.751,20.756,37.507
15.888,21.627,37.515
15.041,22.482,37.523
14.213,23.320,37.533
13.406,24.138,37.544
12.623,24.933,37.556
11.866,25.703,37.569
11.136,26.447,37.583
10.436,27.162,37.598
9.767,27.847,37.614
9.130,28.500,37.630
8.527,29.120,37.647
7.960,29.705,37.665
7.429,30.255,37.683
6.934,30.768,37.702
6.477,31.243,37.720
6.057,31.682,37.739
5.675,32.082,37.758
5.331,32.446,37.776
5.023,32.772,37.795
4.752,33.061,37.813
4.516,33.314,37.830
4.314,33.533,37.847
4.145,33.718,37.863
4.008,33.871,37.879
3.901,33.993,37.894
3.823,34.085,37.908
3.773,34.149,37.922
3.751,34.185,37.936
3.756,34.193,37.949
3.789,34.174,37.963
3.849,34.128,37.977
3.937,34.054,37.991
4.056,33.951,38.006
4.205,33.818,38.022
4.386,33.653,38.038
4.600,33.455,38.055
4.849,33.224,38.073
5.134,32.957,38.091
5.455,32.654,38.109
5.814,32.314,38.128
6.210,31.937,38.147
6.644,31.522,38.166
7.115,31.070,38.184
7.623,30.580,38.203
8.168,30.053,38.221
8.749,29.490,38.239
9.365,28.892,38.256
10.014,28.259,38.273
10.695,27.594,38.289
11.406,26.898,38.304
12.146,26.172,38.318
12.914,25.418,38.331
13.706,24.638,38.343
14.521,23.834,38.355
15.356,23.009,38.364
16.209,22.164,38.373
17.078,21.302,38.381
17.961,20.426,38.387
18.853,19.539,38.392
19.754,18.641,38.396
20.661,17.737,38.398
21.569,16.830,38.399
22.478,15.921,38.399
23.384,15.013,38.397
24.284,14.110,38.394
25.176,13.213,38.389
26.056,12.327,38.383
26.923,11.453,38.376
27.774,10.593,38.367
28.605,9.752,38.358
29.415,8.931,38.347
30.201,8.133,38.334
30.960,7.360,38.321
31.691,6.615,38.306
32.390,5.900,38.290
33.056,5.217,38.273
33.686,4.569,38.255
34.279,3.957,38.236
34.833,3.383,38.216
35.346,2.849,38.196
35.817,2.358,38.174
36.243,1.909,38.152
36.624,1.505,38.129
36.959,1.147,38.106
37.246,0.836,38.082
37.485,0.573,38.058
37.674,0.359,38.033
37.814,0.194,38.008
37.904,0.079,37.983
37.943,0.015,37.958
37.931,0.001,37.932
37.869,0.038,37.907
37.756,0.126,37.882
37.594,0.263,37.857
37.381,0.451,37.832
37.120,0.688,37.808
36.811,0.973,37.784
36.455,1.305,37.761
36.053,1.685,37.738
35.606,2.109,37.715
35.116,2.578,37.694
34.584,3.090,37.673
34.012,3.642,37.653
33.401,4.233,37.635
32.754,4.862,37.617
32.073,5.527,37.600
31.359,6.225,37.584
30.615,6.954,37.569
29.843,7.712,37.555
29.046,8.497,37.543
28.226,9.306,37.532
27.385,10.136,37.522
26.527,10.986,37.513
25.653,11.852,37.506
24.767,12.733,37.500
23.871,13.624,37.495
22.968,14.524,37.492
22.061,15.430,37.490
21.152,16.338,37.490
20.244,17.247,37.491
19.340,18.153,37.493
18.442,19.054,37.497
17.554,19.948,37.502
16.677,20.831,37.508
15.815,21.700,37.515
14.970,22.554,37.524
14.144,23.390,37.534
13.339,24.206,37.545
12.558,24.999,37.557
11.803,25.767,37.570
11.076,26.509,37.584
10.378,27.221,37.599
9.711,27.904,37.615
9.078,28.554,37.632
8.478,29.171,37.649
7.913,29.753,37.667
7.385,30.299,37.685
6.894,30.809,37.703
6.440,31.282,37.722
6.023,31.717,37.741
5.645,32.115,37.759
5.303,32.475,37.778
4.999,32.797,37.796
4.731,33.084,37.814
4.497,33.334,37.832
4.298,33.550,37.848
4.132,33.732,37.865
3.998,33.883,37.880
3.893,34.002,37.895
3.818,34.092,37.909
3.770,34.153,37.923
3.751,34.186,37.937
3.758,34.192,37.951
3.793,34.171,37.964
3.855,34.123,37.978
3.946,34.046,37.993
4.067,33.941,38.008
4.219,33.805,38.023
4.403,33.637,38.040
4.620,33.437,38.057
4.872,33.202,38.074
5.160,32.932,38.092
5.484,32.626,38.111
5.846,32.283,38.130
6.245,31.903,38.148
6.682,31.485,38.167
7.157,31.029,38.186
7.668,30.536,38.205
8.216,30.007,38.223
8.800,29.441,38.241
9.418,28.839,38.258
10.070,28.204,38.274
10.754,27.536,38.290
11.468,26.837,38.305
12.211,26.109,38.319
12.980,25.352,38.332
13.774,24.570,38.344
14.591,23.765,38.355
15.428,22.938,38.365
16.282,22.092,38.374
17.153,21.229,38.381
18.036,20.352,38.388
18.930,19.463,38.392
19.831,18.565,38.396
20.738,17.661,38.398
21.646,16.753,38.399
22.555,15.843,38.398
23.460,14.936,38.397
24.360,14.033,38.393
25.251,13.138,38.389
26.131,12.252,38.383
26.996,11.379,38.375
27.845,10.521,38.367
28.675,9.682,38.357
29.483,8.862,38.346
30.267,8.066,38.333
31.024,7.296,38.319
31.751,6.553,38.305
32.448,5.841,38.289
33.111,5.161,38.272
33.738,4.516,38.254
34.328,3.907,38.235
34.878,3.336,38.215
35.388,2.806,38.194
35.855,2.318,38.172
36.277,1.873,38.150
36.655,1.473,38.127
36.985,1.119,38.104
37.268,0.812,38.080
37.503,0.553,38.056
37.688,0.343,38.031
37.824,0.182,38.006
37.909,0.072,37.981
37.944,0.012,37.955
37.928,0.003,37.930
37.861,0.044,37.905
37.744,0.135,37.880
37.577,0.277,37.855
37.361,0.469,37.830
37.096,0.710,37.806
36.783,0.999,37.782
36.423,1.336,37.759
36.017,1.719,37.736
35.566,2.148,37.714
35.072,2.620,37.692
34.537,3.135,37.672
33.961,3.691,37.652
33.348,4.285,37.633
32.698,4.917,37.615
32.013,5.585,37.598
31.297,6.285,37.582
30.551,7.017,37.568
29.777,7.778,37.554
28.977,8.564,37.542
28.155,9.375,37.531
27.313,10.208,37.521
26.453,11.059,37.512
25.579,11.927,37.505
24.692,12.808,37.500
23.795,13.700,37.495
22.891,14.601,37.492
21.984,15.507,37.490
21.075,16.415,37.490
20.167,17.324,37.491
19.263,18.230,37.493
18.366,19.131,37.497
17.479,20.023,37.502
16.603,20.905,37.508
15.743,21.773,37.516
14.899,22.626,37.525
14.074,23.460,37.535
13.272,24.274,37.546
12.493,25.065,37.558
11.740,25.831,37.571
11.015,26.570,37.586
10.320,27.281,37.601
9.656,27.960,37.616
9.025,28.608,37.633
8.429,29.222,37.650
7.867,29.801,37.668
7.342,30.344,37.686
6.854,30.851,37.705
6.403,31.320,37.723
5.990,31.752,37.742
5.614,32.147,37.761
5.276,32.504,37.780
4.975,32.823,37.798
4.709,33.106,37.816
4.479,33.354,37.833
4.283,33.567,37.850
4.120,33.746,37.866
3.988,33.894,37.881
3.886,34.011,37.896
3.813,34.098,37.911
3.768,34.157,37.924
3.750,34.188,37.938
3.760,34.192,37.952
3.797,34.168,37.965
3.862,34.118,37.979
3.955,34.039,37.994
4.079,33.930,38.009
4.233,33.792,38.025
4.420,33.622,38.041
4.640,33.418,38.058
4.895,33.181,38.076
5.186,32.908,38.094
5.514,32.599,38.112
5.879,32.253,38.131
6.281,31.869,38.150
6.721,31.448,38.169
7.199,30.989,38.188
7.713,30.493,38.206
8.264,29.960,38.224
8.851,29.391,38.242
9.472,28.787,38.259
10.127,28.149,38.276
10.813,27.478,38.291
11.530,26.776,38.306
12.275,26.045,38.320
13.046,25.287,38.333
13.842,24.503,38.345
14.661,23.695,38.356
15.499,22.867,38.366
16.356,22.019,38.375
17.227,21.155,38.382
18.111,20.277,38.388
19.006,19.387,38.393
19.908,18.488,38.396
20.815,17.584,38.398
21.724,16.675,38.399
22.632,15.766,38.398
23.537,14.859,38.396
24.436,13.957,38.393
25.326,13.062,38.388
26.205,12.177,38.382
27.069,11.306,38.375
27.917,10.449,38.366
28.745,9.611,38.356
29.551,8.794,38.344
30.332,8.000,38.332
31.086,7.232,38.318
31.812,6.492,38.303
32.505,5.782,38.287
33.165,5.105,38.270
33.790,4.462,38.252
34.376,3.857,38.233
34.923,3.290,38.213
35.429,2.763,38.192
35.892,2.278,38.171
36.311,1.837,38.148
36.685,1.441,38.125
37.011,1.091,38.102
37.290,0.788,38.078
37.521,0.533,38.053
37.702,0.327,38.029
37.833,0.171,38.004
37.914,0.065,37.979
37.944,0.009,37.953
37.924,0.004,37.928
37.853,0.050,37.903
37.732,0.146,37.878
37.561,0.292,37.853
37.340,0.488,37.828
37.071,0.733,37.804
36.754,1.026,37.780
36.390,1.367,37.757
35.980,1.754,37.734
35.526,2.186,37.712
35.028,2.662,37.690
34.489,3.180,37.670
33.911,3.740,37.650
33.294,4.338,37.631
32.641,4.973,37.614
31.954,5.643,37.597
31.235,6.346,37.581
30.486,7.081,37.566
29.710,7.843,37.553
28.908,8.632,37.541
28.085,9.445,37.530
27.241,10.279,37.520
26.380,11.132,37.512
25.504,12.001,37.505
24.616,12.883,37.499
23.718,13.776,37.495
22.814,14.677,37.492
21.906,15.584,37.490
20.997,16.493,37.490
20.090,17.401,37.491
19.187,18.307,37.494
18.291,19.207,37.497
17.404,20.098,37.503
16.530,20.979,37.509
15.670,21.846,37.517
14.828,22.698,37.526
14.005,23.530,37.536
13.205,24.342,37.547
12.428,25.131,37.559
11.677,25.895,37.572
10.955,26.632,37.587
10.262,27.339,37.602
9.601,28.016,37.618
8.973,28.661,37.634
8.380,29.272,37.652
7.821,29.848,37.670
7.299,30.389,37.688
6.814,30.892,37.706
6.366,31.359,37.725
5.956,31.787,37.744
5.584,32.178,37.763
5.249,32.532,37.781
4.951,32.849,37.799
4.688,33.129,37.817
4.461,33.373,37.834
4.268,33.583,37.851
4.107,33.760,37.867
3.978,33.905,37.883
3.878,34.019,37.898
3.808,34.104,37.912
3.765,34.160,37.926
3.750,34.189,37.939
3.762,34.191,37.953
3.801,34.165,37.967
3.869,34.112,37.981
3.965,34.031,37.995
4.091,33.920,38.010
4.248,33.779,38.026
4.437,33.606,38.043
4.660,33.399,38.060
4.918,33.159,38.077
5.212,32.883,38.096
5.543,32.571,38.114
5.911,32.221,38.133
6.317,31.835,38.152
6.760,31.410,38.170
7.241,30.948,38.189
7.759,30.449,38.208
8.313,29.913,38.226
8.903,29.341,38.243
9.527,28.734,38.261
10.184,28.093,38.277
10.873,27.420,38.293
11.592,26.716,38.308
12.339,25.982,38.321
13.113,25.221,38.334
13.911,24.435,38.346
14.731,23.626,38.357
15.571,22.795,38.367
16.429,21.946,38.375
17.302,21.081,38.382
18.187,20.201,38.388
19.082,19.311,38.393
19.985,18.412,38.396
20.892,17.507,38.398
21.801,16.598,38.399
22.709,15.689,38.398
23.614,14.782,38.396
24.512,13.881,38.393
25.401,12.987,38.388
26.279,12.103,38.382
27.142,11.232,38.374
27.988,10.377,38.365
28.814,9.541,38.355
29.618,8.726,38.343
30.397,7.934,38.331
31.149,7.168,38.317
31.872,6.430,38.302
32.563,5.723,38.286
33.220,5.049,38.269
33.841,4.410,38.250
34.424,3.807,38.231
34.968,3.243,38.211
35.470,2.720,38.190
35.930,2.239,38.169
36.345,1.802,38.146
36.714,1.409,38.123
37.037,1.063,38.100
37.312,0.764,38.076
37.538,0.514,38.051
37.715,0.312,38.027
37.842,0.160,38.002
37.918,0.058,37.976
37.944,0.007,37.951
37.920,0.006,37.926
37.845,0.056,37.901
37.719,0.156,37.875
37.544,0.306,37.851
37.319,0.506,37.826
37.046,0.756,37.802
36.725,1.053,37.778
36.357,1.398,37.755
35.943,1.789,37.732
35.485,2.225,37.710
34.984,2.704,37.689
34.442,3.226,37.668
33.860,3.789,37.649
33.240,4.390,37.630
32.584,5.028,37.612
31.894,5.701,37.595
31.172,6.407,37.580
30.421,7.144,37.565
29.643,7.909,37.552
28.839,8.700,37.540
28.014,9.515,37.529
27.168,10.351,37.519
26.306,11.205,37.511
25.429,12.075,37.504
24.540,12.959,37.499
23.642,13.853,37.494
22.737,14.754,37.492
21.829,15.661,37.490
20.920,16.570,37.490
20.013,17.478,37.491
19.110,18.383,37.494
18.215,19.283,37.498
17.329,20.174,37.503
16.456,21.053,37.510
15.598,21.919,37.517
14.757,22.769,37.526
13.937,23.600,37.537
13.138,24.410,37.548
12.363,25.197,37.560
11.615,25.959,37.574
10.895,26.693,37.588
10.205,27.398,37.603
9.547,28.072,37.619
8.922,28.714,37.636
8.331,29.322,37.653
7.775,29.896,37.671
7.257,30.433,37.689
6.775,30.933,37.708
6.330,31.396,37.727
5.923,31.822,37.745
5.554,32.210,37.764
5.222,32.560,37.783
4.927,32.874,37.801
4.668,33.151,37.819
4.444,33.392,37.836
4.253,33.600,37.853
4.095,33.774,37.869
3.968,33.916,37.884
3.871,34.028,37.899
3.803,34.110,37.913
3.763,34.164,37.927
3.750,34.190,37.940
3.764,34.190,37.954
3.806,34.162,37.968
3.876,34.106,37.982
3.974,34.022,37.996
4.103,33.909,38.012
4.262,33.765,38.028
4.455,33.589,38.044
4.681,33.380,38.061
4.942,33.137,38.079
5.239,32.858,38.097
5.573,32.543,38.116
5.944,32.190,38.134
6.353,31.800,38.153
6.799,31.373,38.172
7.283,30.907,38.191
7.804,30.405,38.209
8.362,29.866,38.227
8.954,29.291,38.245
9.581,28.681,38.262
10.241,28.037,38.278
10.933,27.361,38.294
11.654,26.654,38.309
12.404,25.919,38.323
13.180,25.156,38.335
13.980,24.367,38.347
14.802,23.556,38.358
15.644,22.724,38.368
16.503,21.873,38.376
17.376,21.007,38.383
18.263,20.126,38.389
19.159,19.235,38.393
20.062,18.335,38.397
20.969,17.430,38.398
21.878,16.521,38.399
22.786,15.612,38.398
23.690,14.706,38.396
24.588,13.804,38.392
25.476,12.911,38.387
26.352,12.028,38.381
27.214,11.159,38.373
28.059,10.306,38.364
28.883,9.471,38.354
29.685,8.657,38.342
30.462,7.868,38.330
31.212,7.104,38.316
31.932,6.369,38.301
32.620,5.665,38.284
33.274,4.993,38.267
33.892,4.357,38.249
34.472,3.758,38.230
35.012,3.197,38.209
35.511,2.678,38.188
35.967,2.200,38.167
36.378,1.767,38.144
36.743,1.378,38.121
37.062,1.036,38.098
37.333,0.741,38.074
37.555,0.495,38.049
37.727,0.297,38.025
37.850,0.149,37.999
37.922,0.052,37.974
37.944,0.005,37.949
37.915,0.008,37.924
37.836,0.062,37.898
37.707,0.167,37.873
37.527,0.321,37.848
37.298,0.526,37.824
37.021,0.779,37.800
36.695,1.080,37.776
36.324,1.429,37.753
35.906,1.824,37.730
35.444,2.264,37.708
34.940,2.747,37.687
34.394,3.273,37.666
33.809,3.838,37.647
33.185,4.443,37.628
32.527,5.084,37.611
31.834,5.760,37.594
31.110,6.469,37.578
30.356,7.208,37.564
29.575,7.975,37.551
28.770,8.769,37.539
27.943,9.585,37.528
27.096,10.423,37.519
26.232,11.278,37.511
25.354,12.150,37.504
24.464,13.034,37.498
23.565,13.929,37.494
22.660,14.831,37.491
21.752,15.738,37.490
20.843,16.647,37.490
19.936,17.555,37.491
19.034,18.460,37.494
18.139,19.359,37.498
17.255,20.249,37.504
16.383,21.127,37.510
15.526,21.992,37.518
14.687,22.840,37.527
13.868,23.670,37.537
13.071,24.478,37.549
12.299,25.263,37.561
11.553,26.022,37.575
10.835,26.754,37.589
10.148,27.457,37.605
9.492,28.128,37.621
8.870,28.767,37.637
8.282,29.372,37.655
7.730,29.943,37.673
7.214,30.477,37.691
6.735,30.974,37.709
6.294,31.434,37.728
5.891,31.856,37.747
5.525,32.241,37.766
5.196,32.588,37.784
4.904,32.899,37.802
4.647,33.173,37.820
4.426,33.411,37.837
4.238,33.616,37.854
4.083,33.787,37.870
3.959,33.926,37.885
3.864,34.036,37.900
3.799,34.116,37.914
3.761,34.167,37.928
3.750,34.191,37.942
3.767,34.188,37.955
3.811,34.158,37.969
3.883,34.100,37.983
3.984,34.014,37.998
4.115,33.898,38.013
4.277,33.751,38.029
4.473,33.573,38.045
4.702,33.361,38.063
4.966,33.115,38.080
5.266,32.833,38.099
5.603,32.514,38.117
5.977,32.158,38.136
6.389,31.765,38.155
6.839,31.335,38.174
7.326,30.866,38.192
7.850,30.361,38.211
8.410,29.818,38.229
9.006,29.240,38.246
9.636,28.627,38.263
10.299,27.981,38.280
10.993,27.302,38.295
11.717,26.593,38.310
12.469,25.855,38.324
13.247,25.090,38.336
14.049,24.299,38.348
14.873,23.486,38.359
15.716,22.652,38.368
16.576,21.800,38.377
17.451,20.932,38.384
18.338,20.051,38.389
19.235,19.159,38.394
20.138,18.258,38.397
21.046,17.353,38.399
21.955,16.444,38.399
22.863,15.535,38.398
23.767,14.629,38.396
24.664,13.728,38.392
25.551,12.836,38.387
26.426,11.954,38.380
27.287,11.086,38.373
28.129,10.234,38.363
28.952,9.401,38.353
29.752,8.589,38.341
30.527,7.802,38.329
31.274,7.040,38.314
31.991,6.308,38.299
32.677,5.606,38.283
33.328,4.938,38.266
33.943,4.305,38.247
34.519,3.709,38.228
35.056,3.152,38.208
35.551,2.635,38.187
36.003,2.162,38.165
36.411,1.732,38.142
36.772,1.347,38.119
37.087,1.009,38.096
37.353,0.718,38.072
37.571,0.476,38.047
37.740,0.283,38.022
37.858,0.139,37.997
37.926,0.046,37.972
37.944,0.003,37.947
37.911,0.011,37.922
37.827,0.069,37.896
37.693,0.178,37.871
37.509,0.337,37.846
37.276,0.545,37.822
36.995,0.803,37.798
36.666,1.108,37.774
36.290,1.461,37.751
35.869,1.860,37.728
35.403,2.303,37.706
34.895,2.790,37.685
34.346,3.319,37.665
33.757,3.888,37.645
33.131,4.496,37.627
32.469,5.140,37.609
31.774,5.819,37.593
31.047,6.530,37.577
30.291,7.272,37.563
29.508,8.042,37.550
28.701,8.837,37.538
27.872,9.656,37.527
27.023,10.495,37.518
26.158,11.352,37.510
25.279,12.224,37.503
24.388,13.110,37.498
23.489,14.005,37.494
22.583,14.908,37.491
21.675,15.815,37.490
20.766,16.724,37.490
19.859,17.632,37.492
18.958,18.537,37.494
18.064,19.435,37.499
17.180,20.324,37.504
16.309,21.201,37.511
15.454,22.065,37.519
14.617,22.911,37.528
13.799,23.739,37.538
13.004,24.545,37.550
12.234,25.328,37.562
11.491,26.085,37.576
10.776,26.815,37.591
10.091,27.515,37.606
9.438,28.184,37.622
8.819,28.820,37.639
8.234,29.422,37.656
7.685,29.989,37.674
7.172,30.520,37.692
6.697,31.015,37.711
6.258,31.471,37.730
5.858,31.891,37.749
5.495,32.272,37.767
5.170,32.616,37.786
4.881,32.923,37.804
4.627,33.194,37.822
4.409,33.430,37.839
4.224,33.631,37.855
4.071,33.800,37.871
3.950,33.937,37.887
3.858,34.044,37.901
3.794,34.121,37.915
3.759,34.170,37.929
3.751,34.192,37.943
3.769,34.187,37.956
3.816,34.154,37.970
3.890,34.094,37.984
3.994,34.005,37.999
4.128,33.887,38.014
4.293,33.738,38.030
4.491,33.556,38.047
4.723,33.341,38.064
4.990,33.092,38.082
5.293,32.807,38.100
5.633,32.485,38.119
6.011,32.127,38.138
6.426,31.730,38.156
6.879,31.296,38.175
7.369,30.825,38.194
7.896,30.316,38.212
8.460,29.771,38.230
9.058,29.190,38.248
9.691,28.574,38.265
10.356,27.925,38.281
11.053,27.243,38.297
11.780,26.531,38.311
12.534,25.791,38.325
13.314,25.023,38.338
14.118,24.231,38.349
14.943,23.416,38.360
15.788,22.581,38.369
16.650,21.727,38.377
17.526,20.858,38.384
18.414,19.976,38.390
19.311,19.083,38.394
20.215,18.182,38.397
21.123,17.275,38.399
22.032,16.367,38.399
22.940,15.458,38.398
23.843,14.552,38.395
24.739,13.652,38.392
25.626,12.760,38.386
26.500,11.880,38.380
27.359,11.013,38.372
28.200,10.163,38.363
29.021,9.331,38.352
29.819,8.522,38.340
30.591,7.736,38.327
31.336,6.977,38.313
32.051,6.247,38.298
32.733,5.548,38.281
33.381,4.883,38.264
33.993,4.253,38.246
34.566,3.660,38.226
35.100,3.106,38.206
35.591,2.594,38.185
36.040,2.124,38.163
36.443,1.697,38.141
36.801,1.317,38.117
37.111,0.982,38.094
37.374,0.696,38.070
37.588,0.458,38.045
37.752,0.269,38.020
37.866,0.129,37.995
37.930,0.040,37.970
37.943,0.002,37.945
37.906,0.014,37.919
37.818,0.077,37.894
37.680,0.190,37.869
37.492,0.353,37.844
37.254,0.565,37.820
36.969,0.827,37.796
36.636,1.136,37.772
36.256,1.493,37.749
35.831,1.896,37.726
35.362,2.343,37.704
34.850,2.833,37.683
34.297,3.366,37.663
33.705,3.938,37.644
33.076,4.549,37.625
32.411,5.196,37.608
31.713,5.878,37.591
30.984,6.592,37.576
30.225,7.336,37.562
29.440,8.108,37.549
28.631,8.906,37.537
27.800,9.726,37.526
26.950,10.567,37.517
26.084,11.425,37.509
25.204,12.299,37.503
24.312,13.185,37.497
23.412,14.081,37.494
22.506,14.985,37.491
21.598,15.892,37.490
20.689,16.801,37.490
19.783,17.709,37.492
18.882,18.613,37.495
17.988,19.511,37.499
17.106,20.399,37.505
16.236,21.275,37.511
15.382,22.137,37.520
14.546,22.982,37.529
13.731,23.808,37.539
12.938,24.613,37.551
12.170,25.393,37.564
11.429,26.148,37.577
10.716,26.875,37.592
10.034,27.573,37.607
9.384,28.239,37.623
8.768,28.872,37.640
8.186,29.472,37.658
7.640,30.036,37.676
7.130,30.564,37.694
6.658,31.055,37.713
6.223,31.508,37.731
5.826,31.924,37.750
5.466,32.303,37.769
5.144,32.644,37.787
4.858,32.948,37.805
4.607,33.216,37.823
4.392,33.448,37.840
4.210,33.647,37.857
4.060,33.813,37.873
3.941,33.947,37.888
3.851,34.051,37.902
3.790,34.126,37.917
3.757,34.173,37.930
3.751,34.193,37.944
3.772,34.185,37.957
3.821,34.150,37.971
3.898,34.088,37.986
4.004,33.996,38.000
4.140,33.875,38.016
4.308,33.723,38.032
4.509,33.539,38.048
4.744,33.322,38.066
5.014,33.069,38.083
5.321,32.781,38.102
5.664,32.456,38.120
6.045,32.094,38.139
6.463,31.695,38.158
6.919,31.258,38.177
7.413,30.783,38.196
7.943,30.271,38.214
8.509,29.723,38.232
9.111,29.139,38.249
9.746,28.520,38.266
10.414,27.868,38.282
11.114,27.184,38.298
11.843,26.470,38.312
12.599,25.727,38.326
13.381,24.957,38.339
14.187,24.163,38.350
15.014,23.346,38.361
15.861,22.509,38.370
16.724,21.654,38.378
17.601,20.784,38.385
18.490,19.900,38.390
19.388,19.006,38.394
20.292,18.105,38.397
21.200,17.198,38.399
22.109,16.290,38.399
23.017,15.381,38.398
23.919,14.476,38.395
24.815,13.576,38.391
25.701,12.685,38.386
26.573,11.806,38.379
27.431,10.940,38.371
28.270,10.091,38.362
29.089,9.262,38.351
29.885,8.454,38.339
30.656,7.671,38.326
31.398,6.914,38.312
32.110,6.187,38.297
32.790,5.490,38.280
33.435,4.828,38.263
34.043,4.201,38.244
34.613,3.611,38.225
35.143,3.061,38.204
35.631,2.552,38.183
36.076,2.086,38.161
36.475,1.663,38.139
36.829,1.286,38.115
37.135,0.956,38.092
37.394,0.674,38.068
37.603,0.440,38.043
37.763,0.255,38.018
37.873,0.120,37.993
37.933,0.035,37.968
37.942,0.001,37.943
37.900,0.017,37.917
37.808,0.084,37.892
37.665,0.201,37.867
37.473,0.369,37.842
37.232,0.586,37.818
36.942,0.851,37.794
36.605,1.165,37.770
36.222,1.525,37.747
35.793,1.932,37.724
35.320,2.383,37.703
34.805,2.877,37.682
34.249,3.413,37.661
33.653,3.989,37.642
33.021,4.603,37.624
32.353,5.253,37.606
31.652,5.938,37.590
30.920,6.654,37.575
30.160,7.401,37.561
29.373,8.175,37.548
28.561,8.975,37.536
27.729,9.797,37.526
26.877,10.639,37.516
26.010,11.499,37.509
25.128,12.374,37.502
24.236,13.261,37.497
23.335,14.158,37.493
22.429,15.062,37.491
21.521,15.969,37.490
20.612,16.878,37.490
19.706,17.786,37.492
18.805,18.690,37.495
17.913,19.586,37.499
17.031,20.474,37.505
16.163,21.349,37.512
15.311,22.210,37.520
14.476,23.053,37.530
13.663,23.878,37.540
12.872,24.680,37.552
12.106,25.459,37.565
11.367,26.211,37.578
10.657,26.936,37.593
9.978,27.631,37.609
9.331,28.294,37.625
8.717,28.925,37.642
8.138,29.521,37.659
7.595,30.082,37.677
7.089,30.607,37.696
6.620,31.095,37.714
6.188,31.545,37.733
5.794,31.958,37.752
5.437,32.333,37.770
5.118,32.671,37.789
4.835,32.972,37.807
4.588,33.237,37.825
4.375,33.467,37.842
4.196,33.662,37.858
4.048,33.825,37.874
3.932,33.957,37.889
3.845,34.059,37.904
3.786,34.131,37.918
3.755,34.176,37.931
3.752,34.193,37.945
3.775,34.183,37.959
3.826,34.146,37.972
3.906,34.081,37.987
4.014,33.987,38.002
4.153,33.864,38.017
4.324,33.709,38.033
4.528,33.522,38.050
4.766,33.302,38.067
5.039,33.046,38.085
5.348,32.755,38.103
5.695,32.427,38.122
6.079,32.062,38.141
6.500,31.659,38.160
6.960,31.219,38.178
7.456,30.741,38.197
7.989,30.226,38.215
8.559,29.675,38.233
9.163,29.088,38.251
9.802,28.466,38.268
10.473,27.811,38.284
11.175,27.125,38.299
11.906,26.408,38.314
12.665,25.662,38.327
13.449,24.891,38.340
14.257,24.094,38.351
15.086,23.276,38.361
15.933,22.437,38.371
16.798,21.581,38.378
17.676,20.709,38.385
18.566,19.825,38.391
19.464,18.930,38.395
20.369,18.028,38.397
21.277,17.121,38.399
22.186,16.212,38.399
23.094,15.304,38.397
23.996,14.399,38.395
24.891,13.500,38.391
25.775,12.610,38.385
26.647,11.732,38.378
27.503,10.867,38.370
28.341,10.020,38.361
29.158,9.192,38.350
29.952,8.387,38.338
30.720,7.605,38.325
31.460,6.851,38.311
32.169,6.126,38.295
32.846,5.433,38.279
33.488,4.773,38.261
34.093,4.149,38.242
34.660,3.563,38.223
35.186,3.016,38.202
35.670,2.511,38.181
36.111,2.048,38.159
36.507,1.630,38.137
36.857,1.257,38.113
37.159,0.930,38.090
37.414,0.652,38.065
37.619,0.422,38.041
37.775,0.241,38.016
37.880,0.111,37.991
37.936,0.030,37.966
37.940,0.000,37.940
37.894,0.021,37.915
37.798,0.092,37.890
37.651,0.214,37.865
37.455,0.385,37.840
37.209,0.606,37.816
36.916,0.876,37.792
36.574,1.194,37.768
36.187,1.558,37.745
35.754,1.968,37.723
35.278,2.423,37.701
34.759,2.921,37.680
34.200,3.460,37.660
33.601,4.039,37.640
32.966,4.657,37.622
32.295,5.310,37.605
31.591,5.997,37.589
30.857,6.717,37.573
30.094,7.466,37.559
29.305,8.242,37.547
28.492,9.043,37.535
27.657,9.867,37.525
26.804,10.711,37.516
25.935,11.573,37.508
25.053,12.449,37.502
24.160,13.337,37.497
23.259,14.234,37.493
22.352,15.138,37.491
21.443,16.046,37.490
20.535,16.955,37.490
19.629,17.863,37.492
18.729,18.766,37.495
17.838,19.662,37.500
16.957,20.548,37.506
16.090,21.423,37.513
15.239,22.282,37.521
14.406,23.124,37.531
13.595,23.947,37.541
12.806,24.747,37.553
12.042,25.523,37.566
11.306,26.274,37.580
10.598,26.996,37.594
9.922,27.688,37.610
9.277,28.349,37.626
8.667,28.977,37.643
8.091,29.570,37.661
7.551,30.128,37.679
7.047,30.650,37.697
