Explicict Eueler,,
E_c,E_p,E_m
12.777,65.504,78.281
11.574,66.762,78.335
10.456,67.933,78.389
9.427,69.015,78.442
8.486,70.008,78.494
7.636,70.909,78.545
6.877,71.718,78.595
6.207,72.436,78.644
5.627,73.064,78.691
5.132,73.604,78.735
4.720,74.058,78.778
4.388,74.430,78.818
4.130,74.725,78.855
3.942,74.948,78.889
3.819,75.103,78.921
3.758,75.194,78.952
3.757,75.225,78.982
3.816,75.196,79.012
3.938,75.106,79.044
4.125,74.952,79.077
4.382,74.731,79.114
4.715,74.438,79.153
5.128,74.066,79.195
5.626,73.613,79.239
6.212,73.074,79.285
6.889,72.445,79.334
7.658,71.726,79.384
8.522,70.913,79.435
9.480,70.008,79.488
10.531,69.011,79.542
11.675,67.921,79.596
12.909,66.742,79.651
14.232,65.475,79.707
15.640,64.122,79.763
17.131,62.688,79.819
18.700,61.176,79.876
20.344,59.589,79.933
22.058,57.932,79.990
23.838,56.209,80.048
25.679,54.427,80.105
27.574,52.589,80.163
29.520,50.701,80.221
31.510,48.770,80.279
33.538,46.800,80.338
35.598,44.798,80.396
37.684,42.770,80.454
39.791,40.722,80.513
41.910,38.661,80.572
44.037,36.593,80.630
46.164,34.525,80.689
48.285,32.463,80.748
50.394,30.413,80.807
52.483,28.383,80.866
54.547,26.378,80.925
56.579,24.405,80.984
58.572,22.471,81.043
60.521,20.581,81.102
62.420,18.742,81.161
64.261,16.959,81.221
66.041,15.239,81.280
67.752,13.587,81.339
69.390,12.009,81.399
70.950,10.509,81.458
72.426,9.092,81.518
73.812,7.764,81.576
75.104,6.529,81.633
76.296,5.391,81.687
77.384,4.354,81.738
78.363,3.422,81.786
79.230,2.599,81.828
79.980,1.886,81.867
80.611,1.288,81.899
81.121,0.806,81.927
81.506,0.442,81.948
81.766,0.198,81.964
81.899,0.074,81.973
81.904,0.071,81.975
81.782,0.189,81.971
81.532,0.428,81.960
81.156,0.787,81.943
80.654,1.265,81.919
80.029,1.859,81.888
79.282,2.569,81.851
78.417,3.390,81.807
77.437,4.321,81.758
76.345,5.357,81.702
75.145,6.496,81.642
73.843,7.733,81.576
72.442,9.063,81.505
70.948,10.482,81.430
69.367,11.986,81.352
67.704,13.568,81.271
65.966,15.223,81.189
64.159,16.947,81.105
62.290,18.732,81.022
60.365,20.574,80.940
58.393,22.467,80.860
56.379,24.406,80.785
54.332,26.384,80.716
52.259,28.396,80.654
50.166,30.437,80.603
48.062,32.502,80.564
45.954,34.587,80.540
43.848,36.687,80.535
41.753,38.798,80.551
39.675,40.918,80.593
37.618,43.034,80.652
35.574,45.136,80.710
33.551,47.218,80.769
31.555,49.273,80.828
29.591,51.295,80.886
27.666,53.279,80.945
25.786,55.217,81.003
23.957,57.105,81.062
22.184,58.937,81.120
20.472,60.707,81.179
18.827,62.410,81.237
17.254,64.041,81.295
15.756,65.596,81.352
14.339,67.071,81.410
13.005,68.462,81.467
11.759,69.765,81.524
10.602,70.978,81.580
9.537,72.098,81.635
8.566,73.123,81.690
7.690,74.053,81.743
6.908,74.887,81.795
6.221,75.625,81.846
5.627,76.268,81.895
5.122,76.819,81.942
4.704,77.281,81.986
4.369,77.658,82.027
4.111,77.955,82.066
3.925,78.176,82.101
3.808,78.327,82.135
3.754,78.412,82.166
3.763,78.435,82.198
3.835,78.394,82.229
3.972,78.291,82.263
4.179,78.120,82.298
4.460,77.877,82.337
4.821,77.557,82.378
5.267,77.155,82.423
5.803,76.666,82.469
6.432,76.086,82.519
7.157,75.413,82.570
7.980,74.643,82.623
8.901,73.776,82.677
9.920,72.812,82.732
11.038,71.751,82.788
12.251,70.594,82.845
13.560,69.344,82.903
14.960,68.002,82.961
16.448,66.572,83.020
18.023,65.056,83.079
19.678,63.460,83.139
21.411,61.788,83.198
23.216,60.043,83.258
25.088,58.230,83.318
27.022,56.356,83.379
29.013,54.426,83.439
31.055,52.445,83.500
33.141,50.419,83.560
35.266,48.355,83.621
37.424,46.258,83.682
39.607,44.136,83.743
41.809,41.995,83.804
44.024,39.842,83.866
46.244,37.683,83.927
48.464,35.525,83.988
50.675,33.375,84.050
52.872,31.239,84.111
55.047,29.126,84.173
57.194,27.040,84.234
59.306,24.990,84.296
61.376,22.981,84.358
63.399,21.021,84.420
65.367,19.114,84.481
67.275,17.269,84.543
69.116,15.489,84.605
70.885,13.783,84.667
72.575,12.154,84.729
74.182,10.609,84.791
75.698,9.152,84.850
77.118,7.789,84.907
78.435,6.524,84.960
79.646,5.363,85.009
80.744,4.308,85.053
81.726,3.365,85.092
82.588,2.536,85.125
83.326,1.825,85.151
83.937,1.235,85.171
84.418,0.766,85.184
84.768,0.422,85.190
84.985,0.204,85.189
85.068,0.112,85.179
85.016,0.146,85.162
84.829,0.308,85.137
84.508,0.595,85.103
84.055,1.007,85.062
83.470,1.543,85.012
82.755,2.200,84.955
81.914,2.975,84.890
80.950,3.867,84.816
79.865,4.870,84.736
78.665,5.983,84.647
77.353,7.199,84.552
75.935,8.515,84.450
74.416,9.926,84.342
72.802,11.427,84.229
71.098,13.012,84.110
69.311,14.675,83.986
67.449,16.411,83.859
65.517,18.213,83.729
63.523,20.075,83.598
61.475,21.991,83.465
59.379,23.954,83.334
57.245,25.960,83.204
55.079,28.000,83.079
52.889,30.070,82.959
50.683,32.164,82.847
48.469,34.276,82.745
46.255,36.401,82.656
44.048,38.535,82.583
41.856,40.674,82.530
39.686,42.814,82.499
37.545,44.952,82.497
35.440,47.087,82.527
33.378,49.208,82.586
31.347,51.299,82.646
29.352,53.354,82.706
27.400,55.366,82.766
25.496,57.330,82.826
23.646,59.240,82.886
21.856,61.089,82.945
20.132,62.873,83.005
18.478,64.587,83.064
16.899,66.225,83.124
15.400,67.783,83.183
13.984,69.257,83.242
12.656,70.644,83.300
11.418,71.939,83.358
10.274,73.141,83.415
9.225,74.247,83.471
8.272,75.255,83.527
7.417,76.165,83.581
6.658,76.976,83.634
5.996,77.689,83.686
5.428,78.306,83.735
4.952,78.830,83.782
4.562,79.264,83.826
4.255,79.612,83.867
4.025,79.880,83.905
3.867,80.074,83.940
3.776,80.198,83.974
3.750,80.256,84.006
3.788,80.249,84.038
3.892,80.179,84.071
4.064,80.042,84.106
4.310,79.834,84.144
4.635,79.550,84.185
5.044,79.185,84.229
5.543,78.733,84.276
6.136,78.189,84.325
6.826,77.551,84.377
7.615,76.815,84.430
8.505,75.980,84.485
9.496,75.045,84.541
10.588,74.010,84.598
11.780,72.876,84.656
13.070,71.645,84.715
14.455,70.319,84.774
15.933,68.901,84.834
17.500,67.394,84.895
19.153,65.802,84.955
20.887,64.129,85.016
22.698,62.380,85.078
24.580,60.559,85.139
26.529,58.672,85.201
28.538,56.724,85.263
30.603,54.722,85.325
32.717,52.670,85.387
34.873,50.576,85.449
37.066,48.445,85.511
39.289,46.285,85.574
41.534,44.102,85.636
43.796,41.903,85.699
46.068,39.694,85.762
48.341,37.483,85.825
50.611,35.277,85.887
52.868,33.082,85.950
55.107,30.906,86.013
57.321,28.755,86.077
59.502,26.637,86.140
61.644,24.558,86.203
63.741,22.525,86.266
65.785,20.545,86.329
67.770,18.623,86.393
69.690,16.766,86.456
71.539,14.981,86.520
73.311,13.272,86.583
74.999,11.646,86.645
76.596,10.109,86.705
78.097,8.665,86.761
79.494,7.320,86.814
80.784,6.078,86.862
81.961,4.944,86.905
83.019,3.923,86.942
83.955,3.018,86.973
84.765,2.231,86.997
85.446,1.568,87.014
85.994,1.028,87.023
86.408,0.616,87.024
86.686,0.332,87.017
86.825,0.177,87.002
86.826,0.152,86.979
86.689,0.258,86.947
86.413,0.492,86.906
86.000,0.856,86.856
85.451,1.346,86.797
84.768,1.961,86.730
83.954,2.700,86.654
83.011,3.558,86.569
81.944,4.532,86.475
80.755,5.619,86.374
79.450,6.814,86.264
78.033,8.113,86.146
76.511,9.511,86.022
74.888,11.002,85.890
73.171,12.581,85.751
71.366,14.241,85.607
69.480,15.978,85.458
67.520,17.783,85.304
65.494,19.652,85.147
63.409,21.578,84.987
61.273,23.553,84.826
59.094,25.571,84.665
56.879,27.626,84.506
54.638,29.712,84.350
52.377,31.822,84.199
50.105,33.951,84.055
47.830,36.092,83.922
45.560,38.242,83.801
43.302,40.394,83.696
41.065,42.546,83.611
38.856,44.693,83.549
36.682,46.834,83.515
34.549,48.966,83.515
32.465,51.088,83.553
30.431,53.183,83.614
28.437,55.237,83.675
26.490,57.245,83.735
24.596,59.200,83.796
22.760,61.096,83.856
20.989,62.928,83.917
19.286,64.691,83.977
17.658,66.379,84.037
16.109,67.988,84.097
14.643,69.514,84.157
13.264,70.952,84.216
11.975,72.299,84.275
10.780,73.553,84.333
9.681,74.709,84.390
8.679,75.768,84.447
7.776,76.727,84.503
6.971,77.586,84.557
6.264,78.346,84.610
5.653,79.007,84.660
5.136,79.573,84.709
4.709,80.046,84.754
4.367,80.430,84.797
4.106,80.731,84.837
3.919,80.955,84.874
3.803,81.106,84.908
3.752,81.189,84.941
3.767,81.207,84.973
3.847,81.160,85.006
3.995,81.047,85.041
4.215,80.864,85.079
4.513,80.605,85.119
4.896,80.267,85.162
5.367,79.842,85.209
5.932,79.326,85.258
6.594,78.715,85.309
7.356,78.006,85.363
8.220,77.198,85.418
9.187,76.288,85.474
10.255,75.277,85.532
11.425,74.165,85.590
12.695,72.954,85.650
14.063,71.646,85.710
15.526,70.244,85.770
17.081,68.750,85.831
18.723,67.169,85.892
20.450,65.504,85.954
22.255,63.761,86.016
24.135,61.943,86.078
26.084,60.056,86.140
28.097,58.106,86.203
30.168,56.098,86.266
32.290,54.038,86.329
34.458,51.933,86.392
36.665,49.789,86.455
38.905,47.613,86.518
41.171,45.411,86.581
43.455,43.190,86.645
45.751,40.957,86.708
48.052,38.719,86.772
50.351,36.484,86.835
52.641,34.258,86.899
54.915,32.048,86.963
57.165,29.861,87.026
59.385,27.705,87.090
61.568,25.586,87.154
63.706,23.512,87.218
65.794,21.488,87.282
67.825,19.521,87.346
69.792,17.618,87.411
71.690,15.785,87.475
73.511,14.028,87.539
75.249,12.353,87.601
76.897,10.765,87.662
78.449,9.270,87.719
79.898,7.874,87.772
81.240,6.580,87.820
82.467,5.395,87.863
83.577,4.322,87.900
84.564,3.366,87.930
85.424,2.529,87.953
86.153,1.816,87.969
86.750,1.228,87.977
87.210,0.767,87.977
87.532,0.437,87.969
87.715,0.237,87.952
87.757,0.168,87.926
87.659,0.232,87.891
87.421,0.426,87.847
87.043,0.752,87.794
86.526,1.206,87.732
85.873,1.788,87.661
85.085,2.495,87.580
84.167,3.323,87.490
83.120,4.271,87.392
81.950,5.334,87.284
80.660,6.508,87.168
79.256,7.788,87.044
77.742,9.169,86.911
76.125,10.646,86.771
74.411,12.213,86.624
72.605,13.865,86.470
70.716,15.594,86.310
68.749,17.396,86.145
66.714,19.262,85.976
64.616,21.187,85.803
62.464,23.164,85.628
60.266,25.186,85.451
58.030,27.246,85.275
55.764,29.337,85.101
53.477,31.454,84.931
51.176,33.591,84.767
48.870,35.740,84.610
46.567,37.898,84.465
44.274,40.059,84.333
42.001,42.218,84.219
39.753,44.372,84.125
37.540,46.518,84.058
35.367,48.654,84.020
33.241,50.778,84.019
31.169,52.890,84.059
29.151,54.969,84.120
27.179,57.002,84.181
25.257,58.985,84.242
23.393,60.910,84.303
21.592,62.772,84.364
19.859,64.566,84.425
18.199,66.286,84.485
16.617,67.929,84.546
15.118,69.488,84.606
13.705,70.960,84.665
12.382,72.342,84.725
11.153,73.630,84.783
10.019,74.822,84.841
8.983,75.915,84.899
8.046,76.909,84.955
7.208,77.802,85.010
6.469,78.594,85.063
5.827,79.288,85.115
5.281,79.884,85.164
4.826,80.385,85.211
4.459,80.796,85.255
4.174,81.123,85.296
3.965,81.369,85.334
3.829,81.541,85.369
3.760,81.643,85.403
3.756,81.679,85.435
3.818,81.650,85.468
3.947,81.555,85.502
4.148,81.391,85.539
4.426,81.153,85.579
4.786,80.836,85.622
5.235,80.433,85.668
5.777,79.940,85.716
6.416,79.352,85.768
7.154,78.666,85.821
7.995,77.881,85.876
8.939,76.993,85.932
9.986,76.004,85.990
11.135,74.913,86.049
12.386,73.722,86.108
13.735,72.433,86.168
15.181,71.048,86.229
16.720,69.570,86.290
18.349,68.003,86.352
20.063,66.351,86.414
21.858,64.618,86.476
23.730,62.809,86.539
25.672,60.929,86.601
27.680,58.984,86.664
29.748,56.979,86.727
31.869,54.921,86.790
34.039,52.815,86.854
36.249,50.668,86.917
38.494,48.487,86.981
40.766,46.278,87.044
43.060,44.048,87.108
45.367,41.805,87.172
47.681,39.555,87.236
49.995,37.305,87.300
52.302,35.062,87.364
54.594,32.834,87.428
56.865,30.628,87.492
59.107,28.450,87.556
61.313,26.308,87.621
63.477,24.208,87.685
65.592,22.158,87.749
67.651,20.163,87.814
69.648,18.231,87.878
71.576,16.367,87.943
73.429,14.579,88.007
75.200,12.871,88.071
76.882,11.249,88.132
78.469,9.720,88.189
79.954,8.289,88.243
81.332,6.960,88.292
82.597,5.738,88.335
83.743,4.629,88.372
84.768,3.635,88.403
85.665,2.762,88.427
86.432,2.011,88.443
87.065,1.387,88.451
87.562,0.890,88.452
87.920,0.523,88.443
88.138,0.288,88.426
88.215,0.185,88.400
88.151,0.215,88.365
87.945,0.376,88.321
87.598,0.670,88.267
87.111,1.094,88.204
86.486,1.646,88.132
85.725,2.325,88.050
84.832,3.127,87.959
83.809,4.050,87.859
82.660,5.090,87.750
81.389,6.242,87.631
80.002,7.502,87.504
78.504,8.865,87.369
76.900,10.326,87.226
75.196,11.879,87.075
73.400,13.518,86.918
71.517,15.237,86.753
69.555,17.029,86.584
67.521,18.888,86.409
65.423,20.807,86.230
63.268,22.780,86.048
61.066,24.799,85.865
58.823,26.858,85.681
56.548,28.950,85.498
54.250,31.068,85.318
51.936,33.207,85.143
49.615,35.360,84.975
47.295,37.521,84.816
44.984,39.686,84.670
42.691,41.850,84.540
40.422,44.008,84.430
38.185,46.159,84.343
35.988,48.298,84.285
33.837,50.425,84.261
31.739,52.539,84.277
29.699,54.633,84.332
27.710,56.684,84.393
25.770,58.685,84.455
23.886,60.630,84.516
22.064,62.513,84.577
20.309,64.329,84.638
18.627,66.072,84.698
17.021,67.738,84.759
15.498,69.322,84.819
14.060,70.820,84.879
12.712,72.227,84.939
11.456,73.542,84.998
10.296,74.760,85.056
9.234,75.880,85.114
8.270,76.900,85.171
7.406,77.820,85.226
6.642,78.638,85.280
5.976,79.357,85.333
5.405,79.977,85.383
4.928,80.502,85.430
4.539,80.936,85.475
4.235,81.282,85.517
4.008,81.547,85.556
3.855,81.737,85.592
3.770,81.855,85.625
3.751,81.907,85.658
3.798,81.893,85.691
3.911,81.814,85.725
4.095,81.666,85.761
4.355,81.445,85.800
4.697,81.145,85.843
5.126,80.762,85.888
5.647,80.289,85.936
6.265,79.722,85.987
6.983,79.057,86.040
7.802,78.293,86.095
8.725,77.426,86.151
9.751,76.458,86.209
10.880,75.387,86.267
12.111,74.216,86.327
13.442,72.945,86.387
14.870,71.578,86.448
16.392,70.117,86.509
18.005,68.566,86.571
19.705,66.928,86.633
21.487,65.208,86.695
23.347,63.411,86.758
25.279,61.542,86.821
27.278,59.605,86.884
29.339,57.608,86.947
31.455,55.556,87.010
33.620,53.454,87.074
35.827,51.310,87.137
38.071,49.130,87.201
40.345,46.920,87.265
42.641,44.688,87.329
44.952,42.441,87.393
47.272,40.185,87.457
49.593,37.928,87.521
51.909,35.676,87.585
54.212,33.438,87.649
56.494,31.219,87.714
58.750,29.028,87.778
60.972,26.871,87.843
63.152,24.755,87.907
65.285,22.687,87.972
67.363,20.673,88.036
69.381,18.720,88.101
71.331,16.835,88.166
73.207,15.024,88.231
75.002,13.292,88.294
76.710,11.645,88.356
78.324,10.090,88.414
79.837,8.632,88.468
81.243,7.275,88.518
82.537,6.025,88.562
83.714,4.887,88.601
84.768,3.864,88.632
85.696,2.961,88.657
86.494,2.180,88.674
87.159,1.525,88.684
87.687,0.998,88.685
88.077,0.601,88.677
88.326,0.335,88.661
88.434,0.202,88.636
88.400,0.202,88.602
88.224,0.335,88.559
87.906,0.600,88.506
87.447,0.996,88.443
86.850,1.522,88.371
86.116,2.174,88.290
85.248,2.952,88.199
84.249,3.851,88.099
83.123,4.867,87.990
81.874,5.998,87.872
80.507,7.238,87.745
79.027,8.582,87.609
77.440,10.025,87.465
75.751,11.562,87.313
73.968,13.187,87.155
72.097,14.893,86.989
70.144,16.673,86.818
68.118,18.523,86.641
66.026,20.433,86.460
63.876,22.399,86.275
61.676,24.413,86.088
59.433,26.467,85.901
57.157,28.556,85.713
54.855,30.673,85.529
52.537,32.811,85.348
50.209,34.965,85.174
47.881,37.127,85.008
45.560,39.294,84.854
43.255,41.461,84.715
40.972,43.622,84.595
38.721,45.776,84.497
36.508,47.918,84.426
34.340,50.048,84.388
32.224,52.164,84.388
30.165,54.265,84.431
28.163,56.329,84.492
26.209,58.344,84.553
24.310,60.304,84.614
22.472,62.204,84.676
20.700,64.037,84.737
18.999,65.799,84.798
17.374,67.484,84.858
15.831,69.088,84.919
14.372,70.606,84.979
13.003,72.036,85.039
11.726,73.372,85.098
10.544,74.613,85.156
9.459,75.756,85.214
8.473,76.799,85.271
7.586,77.741,85.327
6.800,78.582,85.382
6.112,79.323,85.434
5.521,79.965,85.485
5.023,80.510,85.534
4.616,80.963,85.579
4.293,81.328,85.622
4.050,81.611,85.661
3.882,81.816,85.698
3.783,81.949,85.732
3.750,82.015,85.765
3.783,82.015,85.797
3.882,81.949,85.831
4.051,81.816,85.867
4.295,81.611,85.905
4.619,81.328,85.947
5.030,80.962,85.992
5.532,80.508,86.040
6.130,79.960,86.090
6.827,79.315,86.143
7.627,78.570,86.197
8.529,77.724,86.253
9.535,76.776,86.311
10.644,75.725,86.369
11.855,74.573,86.429
13.167,73.322,86.489
14.577,71.972,86.549
16.082,70.529,86.611
17.679,68.994,86.672
19.363,67.372,86.735
21.131,65.666,86.797
22.977,63.882,86.860
24.898,62.025,86.922
26.886,60.099,86.986
28.937,58.111,87.049
31.045,56.067,87.112
33.203,53.972,87.176
35.406,51.833,87.239
37.646,49.657,87.303
39.917,47.450,87.367
42.212,45.219,87.431
44.524,42.971,87.495
46.846,40.713,87.559
49.171,38.452,87.623
51.492,36.196,87.688
53.801,33.951,87.752
56.092,31.725,87.817
58.357,29.524,87.881
60.589,27.356,87.946
62.782,25.228,88.010
64.929,23.146,88.075
67.022,21.118,88.140
69.055,19.149,88.204
71.022,17.247,88.269
72.917,15.417,88.334
74.733,13.665,88.398
76.462,11.998,88.460
78.097,10.422,88.519
79.634,8.940,88.574
81.064,7.560,88.625
82.384,6.286,88.670
83.586,5.123,88.709
84.668,4.074,88.742
85.623,3.144,88.768
86.449,2.337,88.786
87.142,1.655,88.797
87.699,1.100,88.799
88.117,0.676,88.793
88.396,0.382,88.778
88.532,0.222,88.754
88.527,0.194,88.721
88.379,0.300,88.679
88.089,0.538,88.627
87.658,0.908,88.566
87.088,1.408,88.496
86.380,2.035,88.415
85.537,2.789,88.326
84.563,3.664,88.227
83.460,4.658,88.118
82.233,5.767,88.001
80.887,6.987,87.874
79.427,8.312,87.739
77.859,9.737,87.596
76.188,11.257,87.444
74.420,12.866,87.286
72.563,14.557,87.120
70.623,16.325,86.948
68.608,18.163,86.771
66.525,20.064,86.589
64.382,22.021,86.403
62.188,24.027,86.215
59.950,26.076,86.026
57.676,28.160,85.836
55.375,30.274,85.649
53.055,32.409,85.465
50.725,34.562,85.287
48.393,36.724,85.117
46.066,38.892,84.958
43.753,41.060,84.813
41.462,43.223,84.686
39.201,45.379,84.580
36.976,47.524,84.500
34.795,49.656,84.452
32.665,51.775,84.440
30.591,53.880,84.472
28.579,55.955,84.533
26.613,57.981,84.595
24.702,59.954,84.656
22.849,61.868,84.717
21.062,63.716,84.778
19.345,65.494,84.839
17.704,67.196,84.900
16.143,68.818,84.960
14.666,70.355,85.021
13.277,71.803,85.081
11.980,73.160,85.140
10.778,74.421,85.199
9.673,75.584,85.257
8.666,76.648,85.314
7.759,77.611,85.370
6.952,78.473,85.425
6.244,79.235,85.478
5.633,79.897,85.530
5.116,80.462,85.578
4.691,80.934,85.625
4.352,81.316,85.668
4.093,81.615,85.708
3.910,81.835,85.745
3.797,81.982,85.780
3.751,82.061,85.813
3.771,82.074,85.845
3.857,82.022,85.879
4.011,81.903,85.914
4.240,81.712,85.952
4.548,81.445,85.993
4.941,81.096,86.037
5.425,80.659,86.084
6.004,80.130,86.134
6.682,79.505,86.187
7.461,78.780,86.241
8.343,77.954,86.297
9.329,77.025,86.354
10.418,75.994,86.412
11.610,74.861,86.472
12.903,73.629,86.532
14.295,72.298,86.592
15.782,70.872,86.654
17.362,69.354,86.715
19.030,67.747,86.777
20.783,66.057,86.840
22.615,64.287,86.902
24.522,62.443,86.965
26.499,60.529,87.028
28.540,58.552,87.092
30.638,56.517,87.155
32.788,54.430,87.219
34.984,52.298,87.282
37.219,50.127,87.346
39.486,47.924,87.410
41.778,45.696,87.474
44.089,43.449,87.538
46.411,41.191,87.602
48.737,38.929,87.666
51.061,36.670,87.731
53.375,34.420,87.795
55.671,32.188,87.860
57.944,29.980,87.924
60.185,27.804,87.989
62.388,25.666,88.053
64.545,23.573,88.118
66.651,21.532,88.183
68.698,19.550,88.248
70.680,17.632,88.313
72.591,15.786,88.378
74.424,14.017,88.442
76.172,12.332,88.504
77.828,10.735,88.564
79.386,9.234,88.619
80.838,7.832,88.671
82.181,6.536,88.717
83.408,5.349,88.757
84.514,4.277,88.791
85.496,3.323,88.818
86.348,2.490,88.838
87.068,1.782,88.850
87.652,1.202,88.853
88.098,0.751,88.849
88.404,0.432,88.835
88.568,0.245,88.813
88.591,0.191,88.782
88.471,0.270,88.741
88.208,0.482,88.691
87.804,0.826,88.631
87.261,1.301,88.562
86.579,1.904,88.483
85.762,2.633,88.395
84.812,3.485,88.297
83.733,4.457,88.190
82.529,5.544,88.073
81.205,6.743,87.948
79.766,8.048,87.814
78.217,9.455,87.672
76.564,10.957,87.521
74.813,12.550,87.363
72.972,14.227,87.198
71.046,15.981,87.027
69.043,17.807,86.850
66.972,19.696,86.668
64.838,21.644,86.482
62.652,23.642,86.294
60.420,25.683,86.103
58.151,27.762,85.913
55.853,29.871,85.724
53.534,32.004,85.538
51.204,34.154,85.358
48.869,36.316,85.185
46.539,38.483,85.022
44.221,40.652,84.873
41.924,42.817,84.741
39.654,44.975,84.629
37.420,47.122,84.542
35.229,49.257,84.485
33.087,51.378,84.464
31.000,53.486,84.486
28.975,55.569,84.544
26.999,57.606,84.605
25.076,59.590,84.667
23.211,61.517,84.728
21.411,63.378,84.789
19.679,65.171,84.850
18.022,66.889,84.911
16.444,68.527,84.972
14.950,70.082,85.032
13.544,71.548,85.092
12.228,72.923,85.151
11.007,74.203,85.210
9.882,75.386,85.269
8.856,76.470,85.326
7.929,77.453,85.382
7.102,78.335,85.438
6.375,79.116,85.491
5.745,79.798,85.543
5.210,80.382,85.592
4.767,80.871,85.639
4.411,81.271,85.683
4.137,81.586,85.723
3.940,81.821,85.761
3.814,81.982,85.796
3.755,82.074,85.829
3.762,82.100,85.862
3.835,82.061,85.895
3.976,81.954,85.930
4.189,81.778,85.967
4.482,81.526,86.008
4.858,81.194,86.052
5.324,80.774,86.098
5.884,80.263,86.148
6.543,79.657,86.199
7.302,78.951,86.253
8.164,78.144,86.309
9.130,77.236,86.366
10.200,76.224,86.424
11.372,75.111,86.483
12.646,73.897,86.543
14.019,72.585,86.604
15.488,71.177,86.665
17.051,69.676,86.727
18.703,68.086,86.789
20.440,66.411,86.851
22.258,64.656,86.913
24.152,62.825,86.976
26.116,60.924,87.039
28.145,58.958,87.103
30.233,56.933,87.166
32.374,54.855,87.230
34.562,52.731,87.293
36.791,50.566,87.357
39.052,48.369,87.421
41.341,46.144,87.485
43.649,43.900,87.549
45.971,41.643,87.613
48.298,39.380,87.678
50.623,37.119,87.742
52.940,34.866,87.806
55.241,32.630,87.871
57.519,30.416,87.935
59.768,28.232,88.000
61.979,26.086,88.065
64.147,23.983,88.129
66.263,21.931,88.194
68.323,19.936,88.259
70.319,18.005,88.324
72.245,16.144,88.389
74.094,14.359,88.453
75.860,12.656,88.516
77.534,11.042,88.576
79.112,9.521,88.632
80.586,8.099,88.685
81.950,6.781,88.732
83.200,5.573,88.773
84.331,4.478,88.808
85.337,3.500,88.837
86.215,2.643,88.858
86.960,1.911,88.871
87.571,1.305,88.876
88.044,0.829,88.873
88.377,0.484,88.861
88.569,0.271,88.841
88.619,0.192,88.811
88.526,0.245,88.772
88.291,0.432,88.723
87.915,0.750,88.665
87.398,1.200,88.598
86.742,1.778,88.520
85.950,2.483,88.434
85.025,3.312,88.338
83.971,4.261,88.232
82.791,5.327,88.117
81.489,6.504,87.994
80.071,7.790,87.861
78.542,9.178,87.720
76.908,10.662,87.571
75.175,12.239,87.414
73.350,13.900,87.250
71.439,15.640,87.079
69.450,17.453,86.903
67.391,19.331,86.722
65.268,21.268,86.536
63.090,23.257,86.348
